Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
OME,2014-10-31,7.87,1.89,54.22,21.03,0.71,0.2,49.59,0.16,1.71,247.36,28.28,189.99,248.78
OMER,2014-10-31,27.49,1.18,75.65,4.23,0.62,0.39,74.08,0.37,1.42,206.85,25.14,141.9,135.42
OABC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORB,2014-10-31,-4.03,1.42,31.3,35.44,0.61,0.13,25.74,-0.16,1.13,104.19,15.35,131.69,178.37
OCR,2014-10-31,5.75,1.28,24.45,47.09,1.08,0.21,18.15,0.32,1.41,221.45,26.31,132.35,97.72
OMCL,2014-10-31,12.77,0.89,25.79,20.37,1.05,0.31,23.06,0.55,2.44,228.35,26.84,108.96,42.69
OVTI,2014-10-31,1.53,1.6,47.99,19.23,0.57,0.17,43.84,0.03,0.84,118.43,16.91,176.61,267.57
OMN,2014-10-31,-15.88,1.77,46.24,25.26,0.28,0.07,41.23,-0.39,0.37,9.67,1.86,119.56,266.01
ASGN,2014-10-31,1.59,2.51,47.7,47.72,0.89,0.17,39.77,0.04,1.77,381.79,36.95,218.43,252.77
ONNN,2014-10-31,-17.31,1.64,32.24,44.89,0.29,0.06,25.38,-0.68,0.48,23.92,4.38,123.07,248.94
OGXI,2014-10-31,-61.23,1.86,54.8,19.99,-0.56,-0.17,50.31,-1.22,-0.65,-92.31,-40.13,-43.87,319.1
OB,2014-10-31,-8.53,1.09,24.11,35.09,0.38,0.08,19.46,-0.44,0.61,37.29,6.54,75.31,125.89
OPEN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OPK,2014-10-31,19.41,0.96,40.51,9.71,0.86,0.36,38.5,0.5,1.6,284.79,30.93,94.96,6.31
OPLK,2014-10-31,-10.7,1.54,39.64,26.14,0.36,0.09,34.8,-0.31,0.65,40.59,7.05,99.18,166.5
OPY,2014-10-31,-24.64,2.07,39.54,47.32,0.23,0.04,31.96,-0.77,0.42,7.14,1.39,154.18,314.75
OSUR,2014-10-31,3.54,1.79,49.98,22.04,0.65,0.18,45.32,0.08,1.12,174.54,22.38,154.82,220.04
ORBC,2014-10-31,10.51,0.98,36.96,12.1,0.71,0.27,34.65,0.3,1.31,166.67,21.67,101.32,89.75
OWW,2014-10-31,15.39,1.0,71.13,3.41,0.44,0.32,69.9,0.22,0.9,58.13,9.6,62.91,31.38
TIS,2014-10-31,6.6,0.42,29.0,3.69,0.47,0.32,29.45,0.22,0.85,60.67,9.95,51.15,38.78
OREX,2014-10-31,-14.16,2.38,83.13,14.21,0.3,0.1,79.12,-0.18,0.58,-37.15,-8.87,131.8,358.96
OEH,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORN,2014-10-31,-26.73,1.36,36.18,24.46,-0.13,-0.03,31.81,-0.84,-0.22,-42.44,-10.46,79.63,279.4
OSK,2014-10-31,-20.6,2.21,40.36,51.66,0.38,0.07,32.23,-0.64,0.63,44.88,7.7,147.08,260.23
OSIS,2014-10-31,19.73,0.79,36.65,7.94,0.89,0.41,35.28,0.56,1.2,261.08,29.28,80.1,-38.08
OSIR,2014-10-31,13.57,1.15,63.9,5.61,0.51,0.28,62.12,0.22,1.48,114.65,16.5,104.56,91.92
OTTR,2014-10-31,-3.6,1.04,22.3,37.21,0.59,0.13,17.68,-0.2,0.95,71.35,11.37,93.17,125.09
OVAS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OSTK,2014-10-31,14.6,0.77,61.6,2.71,0.44,0.35,60.84,0.24,1.04,65.14,10.55,85.03,133.69
OMI,2014-10-31,-4.05,0.76,17.99,30.48,0.46,0.11,15.34,-0.26,0.9,39.69,6.91,70.77,105.28
OC,2014-10-31,-13.78,1.74,38.07,36.03,0.38,0.08,31.96,-0.43,0.81,46.95,8.0,139.03,241.35
PCCC,2014-10-31,22.84,0.84,36.34,9.15,1.0,0.44,34.71,0.66,1.82,343.36,34.69,150.77,103.64
PACB,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBK,2014-10-31,-6.69,1.15,27.02,31.34,0.44,0.1,22.48,-0.3,0.77,52.82,8.85,81.43,121.93
PPBI,2014-10-31,17.69,0.97,27.62,21.19,1.21,0.35,24.52,0.72,2.41,337.57,34.34,116.94,42.83
PCRX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PKG,2014-10-31,14.55,1.12,21.41,47.38,1.53,0.29,15.61,0.93,3.26,353.52,35.31,157.68,111.59
PACW,2014-10-31,-5.28,1.88,31.4,62.06,0.81,0.13,22.55,-0.23,1.38,177.39,22.64,156.54,177.36
PLMT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNRA,2014-10-31,10.62,0.76,25.16,15.55,0.91,0.3,23.35,0.45,1.91,169.49,21.93,76.32,28.17
PHX,2014-10-31,9.77,0.79,36.74,7.92,0.61,0.29,35.37,0.28,0.85,119.52,17.03,88.77,78.47
PTRY,2014-10-31,-0.99,1.29,40.58,17.4,0.49,0.15,37.08,-0.03,0.91,82.64,12.8,95.41,126.03
PZZA,2014-10-31,22.99,0.52,22.4,9.31,1.4,0.6,22.25,1.03,2.33,320.87,33.3,91.34,-34.38
PZG,2014-10-31,-20.62,1.88,73.6,11.24,0.13,0.05,70.29,-0.29,0.37,-40.18,-9.77,16.11,131.92
PRXL,2014-10-31,20.94,0.89,35.07,11.2,1.01,0.4,33.08,0.63,2.04,333.79,34.11,133.71,24.39
PRK,2014-10-31,-1.93,1.01,19.82,45.07,0.73,0.14,14.69,-0.13,1.47,87.89,13.44,92.41,113.59
PKOH,2014-10-31,39.64,1.26,61.53,7.19,0.98,0.48,59.37,0.67,2.27,755.7,53.63,179.05,77.34
PSTB,2014-10-31,-11.71,1.29,32.15,27.61,0.29,0.07,27.61,-0.42,0.45,24.44,4.47,98.22,169.36
PKD,2014-10-31,-21.57,1.67,43.16,25.91,0.13,0.03,38.19,-0.56,0.29,-14.62,-3.11,85.19,209.0
PRKR,2014-10-31,31.99,-0.23,95.04,0.1,0.3,-1.22,96.36,0.33,0.54,-52.71,-13.91,-16.29,80.55
PRE,2014-10-31,-0.64,0.83,18.21,35.95,0.71,0.15,14.74,-0.04,1.18,75.46,11.9,73.27,71.68
PATK,2014-10-31,61.08,1.13,64.85,5.24,1.22,0.7,63.15,0.97,3.4,2036.0,84.47,231.18,-15.56
QLGC,2014-10-31,-24.6,1.33,31.81,30.03,-0.1,-0.02,26.95,-0.91,-0.17,-32.67,-7.61,59.69,203.61
KWR,2014-10-31,3.86,2.07,39.79,46.83,0.94,0.18,32.26,0.12,1.91,344.53,34.77,184.57,171.21
PATR,2014-10-31,-1.79,0.8,28.87,13.31,0.39,0.14,27.01,-0.07,0.93,44.41,7.63,74.01,123.19
PTEN,2014-10-31,-8.52,1.49,36.03,29.38,0.43,0.11,30.95,-0.28,0.54,56.05,9.31,111.37,179.94
PDFS,2014-10-31,10.93,1.47,41.26,21.89,0.84,0.24,36.98,0.3,1.2,266.38,29.65,177.22,177.75
PDLI,2014-10-31,7.8,0.64,27.69,9.12,0.65,0.29,26.83,0.29,0.86,103.41,15.26,85.85,94.96
PGC,2014-10-31,-7.11,1.21,30.88,26.42,0.41,0.1,26.63,-0.27,0.68,48.41,8.22,103.47,167.53
PEGA,2014-10-31,-7.92,1.8,52.05,20.54,0.41,0.12,47.55,-0.17,0.81,52.9,8.86,124.34,229.91
PCO,2014-10-31,5.75,1.64,59.35,13.25,0.55,0.2,55.92,0.1,0.86,114.1,16.45,196.19,310.01
PENX,2014-10-31,17.95,0.85,42.98,6.68,0.74,0.37,41.57,0.43,1.97,219.49,26.15,107.54,51.98
PENN,2014-10-31,-11.53,0.98,45.94,7.93,0.1,0.05,44.08,-0.26,0.08,-47.91,-12.23,4.14,128.23
PVA,2014-10-31,-25.22,1.5,54.66,13.03,-0.02,-0.01,51.4,-0.49,-0.02,-55.16,-14.82,73.23,304.62
PFLT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNNT,2014-10-31,0.36,1.14,19.74,57.14,0.95,0.17,13.05,0.03,2.03,132.51,18.38,103.59,103.8
JCP,2014-10-31,-43.97,1.83,51.91,21.4,-0.28,-0.08,47.29,-0.93,-0.46,-75.48,-24.51,31.12,308.33
PFSI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAG,2014-10-31,-0.17,1.78,35.74,42.73,0.8,0.16,28.91,-0.01,1.7,206.88,25.14,159.31,189.4
PBY,2014-10-31,-19.0,1.81,41.19,33.51,0.25,0.06,35.25,-0.54,0.32,8.67,1.68,130.26,283.79
PPHM,2014-10-31,17.13,1.22,120.97,1.77,0.31,0.3,119.93,0.14,0.82,-43.26,-10.72,122.26,360.14
PSMI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRFT,2014-10-31,-1.54,1.39,37.5,23.72,0.56,0.15,33.15,-0.05,1.07,103.69,15.29,130.83,186.66
PFMT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSEM,2014-10-31,-11.84,1.18,29.47,27.63,0.25,0.06,25.18,-0.47,0.41,16.37,3.08,90.77,189.82
PTX,2014-10-31,11.42,1.81,74.56,10.18,0.55,0.23,71.46,0.16,1.38,143.75,19.51,192.89,275.8
PETS,2014-10-31,-14.1,1.29,34.8,23.8,0.2,0.05,30.62,-0.46,0.36,5.52,1.08,74.3,183.74
PHH,2014-10-31,-4.4,1.1,34.28,17.91,0.39,0.12,31.09,-0.14,0.59,46.6,7.95,70.38,113.77
PQ,2014-10-31,-17.83,1.35,43.84,16.26,0.09,0.03,40.37,-0.44,0.18,-23.33,-5.17,80.46,259.03
PGTI,2014-10-31,20.93,1.15,53.07,8.06,0.75,0.34,50.92,0.41,1.45,280.77,30.66,142.1,106.19
PMC,2014-10-31,2.99,1.17,44.48,11.98,0.49,0.19,41.79,0.07,0.77,85.94,13.21,127.84,197.24
PHIIK,2014-10-31,0.31,1.5,32.88,35.76,0.75,0.16,27.15,0.01,1.07,160.42,21.1,143.29,157.92
PNX,2014-10-31,-26.6,2.52,57.2,33.51,0.25,0.06,50.73,-0.52,0.43,-6.67,-1.37,154.46,360.41
PHMD,2014-10-31,14.71,-0.01,64.56,0.0,0.23,-20.76,65.9,0.22,0.43,-14.67,-3.12,-33.61,-48.84
PICO,2014-10-31,-24.83,1.2,25.22,38.81,-0.21,-0.05,19.89,-1.25,-0.37,-34.89,-8.22,58.66,192.09
PNY,2014-10-31,4.99,0.62,16.83,23.13,0.89,0.24,15.59,0.32,1.7,97.52,14.58,81.74,74.2
PNFP,2014-10-31,3.59,1.58,37.46,30.91,0.78,0.19,32.07,0.11,1.39,211.61,25.52,152.42,129.39
PIKE,2014-10-31,-9.58,1.03,42.24,10.37,0.17,0.07,40.0,-0.24,0.32,-4.86,-0.99,77.41,174.4
PPC,2014-10-31,29.99,0.85,51.59,4.68,0.85,0.52,50.41,0.59,1.23,350.95,35.15,138.17,75.85
PF,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PES,2014-10-31,-13.43,2.12,53.66,26.89,0.39,0.1,48.17,-0.28,0.61,37.22,6.53,143.17,281.54
PJC,2014-10-31,-14.21,1.47,34.18,32.01,0.28,0.07,28.85,-0.49,0.46,21.71,4.01,118.84,227.93
PLT,2014-10-31,-4.15,1.45,25.74,55.12,0.76,0.13,18.25,-0.23,1.21,124.52,17.56,137.19,173.97
PTP,2014-10-31,2.88,0.64,15.94,27.43,0.83,0.21,14.4,0.2,1.18,81.76,12.69,70.75,63.78
PCYO,2014-10-31,17.93,0.63,52.14,2.56,0.54,0.44,51.69,0.35,1.22,123.88,17.49,104.21,109.78
PGEM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PZN,2014-10-31,-17.25,2.27,45.39,43.31,0.43,0.09,38.05,-0.45,0.75,61.68,10.09,156.37,278.11
PMCS,2014-10-31,-18.07,1.26,29.49,31.78,0.08,0.02,24.6,-0.73,0.16,-8.57,-1.78,87.66,202.91
PII,2014-10-31,24.24,1.31,29.28,34.33,1.55,0.35,24.06,1.01,3.44,669.74,50.41,164.89,34.65
PMFG,2014-10-31,-32.59,1.42,45.06,17.15,-0.21,-0.07,41.39,-0.79,-0.33,-63.65,-18.32,45.47,259.96
QADA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POR,2014-10-31,10.0,0.53,14.56,22.85,1.28,0.35,14.2,0.7,1.97,139.74,19.11,83.89,48.23
PLCM,2014-10-31,-5.31,1.04,39.03,12.23,0.3,0.11,36.57,-0.15,0.47,21.84,4.03,97.58,202.32
POOL,2014-10-31,11.32,0.96,23.32,29.03,1.15,0.28,19.65,0.58,1.96,232.96,27.2,124.87,92.33
BPOP,2014-10-31,-20.58,2.38,47.3,43.84,0.38,0.08,39.83,-0.52,0.8,47.59,8.1,170.6,317.87
PRAA,2014-10-31,17.46,0.97,31.94,15.92,1.04,0.34,29.29,0.6,2.88,311.25,32.68,150.15,93.98
PTLA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POST,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POWL,2014-10-31,-4.95,0.93,33.99,12.82,0.3,0.11,31.75,-0.16,0.58,25.35,4.62,78.06,161.87
POWI,2014-10-31,-6.54,1.44,36.74,26.41,0.46,0.12,32.03,-0.2,0.79,66.4,10.72,99.98,169.21
PSIX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POWR,2014-10-31,5.93,1.34,62.91,7.78,0.44,0.21,60.57,0.1,0.63,34.25,6.07,95.32,152.93
POZN,2014-10-31,-4.35,2.08,59.63,21.05,0.49,0.14,54.85,-0.08,1.06,95.47,14.34,165.0,248.58
QGEN,2014-10-31,-9.87,0.89,21.72,29.09,0.21,0.05,18.34,-0.54,0.44,12.63,2.41,65.39,125.38
PFBC,2014-10-31,16.94,0.36,40.42,1.37,0.56,0.63,41.01,0.41,0.91,110.12,16.01,81.65,54.96
PLPC,2014-10-31,-11.73,1.77,40.38,33.32,0.42,0.1,34.51,-0.34,0.79,59.49,9.79,123.95,214.43
PGI,2014-10-31,-14.32,1.76,40.53,32.57,0.35,0.08,34.75,-0.41,0.64,40.16,6.99,127.15,233.51
PBH,2014-10-31,7.9,2.02,38.8,46.7,1.05,0.2,31.33,0.25,2.02,423.96,39.27,217.63,221.34
QLIK,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRGX,2014-10-31,-15.49,1.5,41.46,22.64,0.21,0.06,37.05,-0.42,0.34,2.12,0.42,86.77,187.55
PSMT,2014-10-31,19.37,1.08,31.55,20.29,1.17,0.34,28.19,0.69,2.21,388.86,37.35,122.4,35.57
PRI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRA,2014-10-31,4.66,0.65,14.87,32.66,1.02,0.23,13.05,0.36,1.36,101.82,15.08,72.38,53.92
PKT,2014-10-31,2.89,1.15,55.9,7.27,0.38,0.19,53.86,0.05,0.84,41.32,7.16,79.3,96.39
PGNX,2014-10-31,3.03,1.46,74.17,6.65,0.36,0.18,71.91,0.04,0.78,15.27,2.88,59.42,114.68
PRGS,2014-10-31,-12.44,1.67,30.11,53.28,0.49,0.09,22.4,-0.56,0.86,68.18,10.96,124.78,199.07
PFPT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QUAD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KKD,2014-10-31,24.28,1.37,50.31,12.79,0.92,0.34,47.24,0.51,2.02,458.11,41.04,143.69,49.41
KRO,2014-10-31,-1.15,1.82,49.2,23.56,0.58,0.16,44.34,-0.03,1.01,130.3,18.16,178.48,263.11
PSEC,2014-10-31,-2.77,0.96,19.38,41.98,0.66,0.13,14.77,-0.19,1.07,72.71,11.55,79.25,89.94
LLEN,2014-10-31,-74.85,1.92,88.97,8.08,-0.49,-0.23,86.16,-0.87,-0.83,-98.58,-57.3,-99.12,489.38
LZB,2014-10-31,-1.95,2.26,47.39,39.4,0.73,0.15,40.46,-0.05,1.33,227.98,26.81,193.78,227.31
LTS,2014-10-31,38.86,0.78,55.21,3.43,0.93,0.66,54.33,0.72,1.87,537.31,44.83,142.57,21.6
LG,2014-10-31,4.08,0.43,12.22,21.83,0.91,0.26,13.11,0.31,2.23,68.4,10.99,60.34,53.06
LBAI,2014-10-31,0.98,1.25,28.71,32.81,0.74,0.17,23.77,0.04,1.51,137.14,18.85,124.0,156.46
LBY,2014-10-31,25.19,0.94,36.89,11.1,1.09,0.43,34.79,0.72,2.33,437.38,39.98,132.01,32.7
LKFN,2014-10-31,9.27,0.59,20.89,13.82,0.9,0.32,20.13,0.46,1.45,130.17,18.14,73.58,45.72
LAMR,2014-10-31,-14.74,2.26,36.48,66.46,0.6,0.1,26.87,-0.55,0.98,116.05,16.66,170.82,263.11
LANC,2014-10-31,9.8,0.49,17.37,13.56,1.02,0.36,17.5,0.56,1.53,124.32,17.54,77.14,49.02
LNDC,2014-10-31,0.27,1.12,33.81,18.85,0.54,0.16,30.5,0.01,1.5,92.51,14.0,105.23,129.32
LSTR,2014-10-31,3.06,0.87,17.9,40.36,0.96,0.2,13.93,0.22,1.7,117.18,16.78,88.87,66.29
CALL,2014-10-31,17.38,1.95,103.52,6.13,0.47,0.25,101.07,0.17,1.66,118.82,16.96,119.27,113.39
LCI,2014-10-31,37.64,1.12,52.51,7.88,1.06,0.5,50.42,0.75,2.04,744.05,53.21,222.16,151.93
LPI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LVS,2014-10-31,11.25,1.64,37.69,32.53,1.0,0.23,32.07,0.35,2.16,367.4,36.12,155.48,108.26
LSCC,2014-10-31,0.61,2.18,48.09,35.47,0.75,0.17,41.63,0.01,1.61,251.31,28.57,195.07,210.03
LAYN,2014-10-31,-32.38,0.7,28.88,10.0,-0.73,-0.3,27.69,-1.17,-1.01,-72.2,-22.59,-28.41,174.52
LCNB,2014-10-31,14.29,-0.09,17.46,0.5,0.73,-1.36,22.59,0.63,1.29,76.12,11.99,23.81,-32.14
LF,2014-10-31,-0.72,1.43,54.14,12.08,0.42,0.16,51.08,-0.01,0.86,61.21,10.02,91.98,132.7
LEA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LII,2014-10-31,4.07,1.24,25.5,41.03,0.95,0.2,19.84,0.21,1.46,185.11,23.31,129.1,129.35
LVLT,2014-10-31,4.72,1.5,45.05,19.1,0.64,0.19,41.05,0.12,1.33,165.03,21.52,155.25,192.39
LXRX,2014-10-31,-17.34,1.9,48.93,26.18,0.28,0.07,43.69,-0.4,0.5,10.69,2.05,125.15,220.87
LXK,2014-10-31,-1.4,1.37,40.29,19.98,0.52,0.15,36.37,-0.04,0.82,90.03,13.7,106.95,128.1
LBTYA,2014-10-31,4.56,1.18,35.61,18.86,0.66,0.2,32.17,0.14,0.71,121.48,17.24,105.48,96.23
LINTA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LMCA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LVNTA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOCK,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LCUT,2014-10-31,12.9,1.0,40.51,10.54,0.72,0.29,38.32,0.34,1.29,191.0,23.82,118.07,113.04
LFVN,2014-10-31,43.41,0.79,78.71,1.72,0.71,0.72,78.08,0.56,2.41,400.0,37.97,166.74,86.6
LWAY,2014-10-31,3.85,0.46,33.11,3.4,0.34,0.25,33.3,0.12,0.74,37.46,6.57,62.46,83.8
LGND,2014-10-31,20.78,1.44,45.71,17.03,0.96,0.31,42.03,0.49,2.13,441.86,40.21,201.31,144.68
LMNR,2014-10-31,1.27,1.14,38.29,15.25,0.52,0.17,35.3,0.04,0.84,88.62,13.53,77.01,83.19
QSII,2014-10-31,-17.86,0.82,35.61,9.05,-0.13,-0.06,34.04,-0.52,-0.15,-44.05,-10.97,37.64,182.9
LINC,2014-10-31,-52.37,2.2,58.48,24.44,-0.28,-0.08,53.22,-0.98,-0.4,-83.18,-29.99,73.17,464.91
LECO,2014-10-31,6.02,1.3,25.79,43.57,1.05,0.21,19.76,0.3,2.32,227.12,26.75,122.31,85.36
LNKD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIOX,2014-10-31,7.57,1.29,50.08,11.39,0.57,0.22,47.29,0.16,1.13,131.1,18.24,163.39,156.22
LGF,2014-10-31,34.57,0.48,31.68,3.96,1.34,0.88,31.79,1.09,3.14,543.18,45.1,114.09,-54.12
LQDT,2014-10-31,26.81,-0.64,46.69,3.19,0.35,-0.26,50.71,0.53,0.58,32.85,5.85,-14.18,-89.29
LAD,2014-10-31,23.44,2.08,47.45,33.06,1.2,0.28,41.32,0.57,2.25,887.61,58.09,233.86,167.07
LFUS,2014-10-31,5.27,1.59,30.88,45.61,1.01,0.2,24.05,0.22,2.25,271.92,30.04,177.14,192.03
LYV,2014-10-31,17.06,1.01,35.53,14.05,0.94,0.33,32.94,0.52,1.86,290.39,31.31,110.54,45.28
LPSN,2014-10-31,7.02,1.45,43.99,18.66,0.69,0.21,40.11,0.17,1.27,186.28,23.41,121.86,108.1
LKQ,2014-10-31,15.79,0.68,23.38,14.48,1.15,0.4,22.03,0.72,1.92,230.86,27.04,90.47,5.1
LMIA,2014-10-31,-13.92,1.65,42.69,25.65,0.3,0.08,37.77,-0.37,0.49,22.38,4.12,122.79,239.99
LOGM,2014-10-31,14.12,0.71,39.42,5.56,0.65,0.36,38.5,0.37,0.94,139.05,19.04,70.19,31.73
LORL,2014-10-31,21.96,1.01,30.34,19.03,1.26,0.38,27.3,0.8,2.79,437.85,40.0,131.86,63.69
LPX,2014-10-31,-2.01,1.99,44.9,34.03,0.68,0.15,38.74,-0.05,1.26,178.1,22.7,166.21,210.47
LPLA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LXU,2014-10-31,1.43,1.91,45.82,30.1,0.71,0.17,40.14,0.04,1.47,202.66,24.79,208.56,279.83
LYTS,2014-10-31,-18.67,1.85,40.4,36.22,0.28,0.06,34.15,-0.55,0.54,21.16,3.91,134.28,258.81
LTXC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUB,2014-10-31,-9.12,1.44,40.6,21.74,0.35,0.1,36.38,-0.25,0.81,39.78,6.93,94.19,183.13
LL,2014-10-31,3.18,1.6,44.91,21.83,0.65,0.18,40.48,0.08,0.89,153.04,20.4,165.93,212.12
LMNX,2014-10-31,0.51,0.56,29.51,6.14,0.32,0.17,29.18,0.02,0.44,29.08,5.24,43.02,46.59
LMOS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LDL,2014-10-31,28.33,0.84,32.6,11.46,1.29,0.5,30.75,0.92,2.41,518.6,43.97,149.27,28.49
MHO,2014-10-31,-8.64,1.94,44.14,33.26,0.52,0.12,38.1,-0.23,0.83,92.84,14.04,146.64,232.22
MTSI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MCBC,2014-10-31,0.35,2.29,63.2,22.76,0.59,0.16,58.09,0.01,1.23,174.59,22.39,157.07,227.18
MSG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MGLN,2014-10-31,2.62,0.72,18.87,25.47,0.76,0.2,16.69,0.16,1.64,88.36,13.5,81.43,83.32
MHR,2014-10-31,10.64,1.69,61.1,13.18,0.62,0.23,57.64,0.18,0.99,168.21,21.81,160.67,235.26
MHLD,2014-10-31,2.85,0.7,24.83,13.69,0.57,0.2,23.4,0.12,1.11,75.56,11.91,59.96,41.38
MAIN,2014-10-31,13.88,0.85,21.03,28.21,1.32,0.33,17.93,0.77,2.65,254.65,28.81,118.39,61.52
MSFG,2014-10-31,11.08,1.1,31.82,20.83,0.91,0.26,28.34,0.39,1.47,230.07,26.98,133.8,120.63
MANH,2014-10-31,1.58,1.53,44.44,20.44,0.59,0.17,40.24,0.04,0.52,74.77,11.81,146.25,234.95
MNTX,2014-10-31,17.94,1.81,51.98,21.01,0.91,0.26,47.41,0.38,2.08,465.84,41.43,191.91,192.04
MBI,2014-10-31,0.2,2.02,59.24,20.01,0.56,0.16,54.65,0.0,1.8,140.39,19.17,160.28,193.68
MNKD,2014-10-31,10.09,1.22,75.73,4.45,0.39,0.25,74.08,0.14,0.76,15.13,2.86,145.03,293.67
MANT,2014-10-31,-22.21,1.17,26.1,34.85,-0.12,-0.03,21.19,-1.05,-0.15,-28.48,-6.48,68.06,211.98
MSO,2014-10-31,-15.92,1.66,55.55,15.38,0.2,0.07,51.82,-0.31,0.59,-11.87,-2.49,102.82,263.41
MCS,2014-10-31,-3.06,1.21,30.82,26.78,0.54,0.14,26.52,-0.12,0.9,83.17,12.87,102.93,135.23
MRIN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MPX,2014-10-31,-10.99,2.19,47.58,36.69,0.52,0.11,40.98,-0.27,0.78,100.74,14.96,158.7,241.65
HZO,2014-10-31,1.23,1.8,44.29,28.52,0.69,0.17,38.89,0.03,0.98,181.5,23.0,164.42,198.74
MKL,2014-10-31,3.88,0.78,16.07,40.57,1.03,0.21,12.73,0.31,1.63,114.1,16.45,87.24,81.55
MKTX,2014-10-31,27.04,0.73,25.58,14.19,1.52,0.53,23.95,1.13,2.64,484.19,42.33,135.5,12.76
MKTO,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRLN,2014-10-31,19.5,0.86,39.87,8.08,0.84,0.39,38.27,0.51,1.65,260.03,29.2,98.68,-12.81
