Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
MYGN,2014-10-31,3.4,0.95,43.02,8.36,0.44,0.2,41.19,0.08,0.73,62.64,10.22,80.09,115.6
NC,2014-10-31,-13.57,1.91,53.08,22.36,0.33,0.09,48.28,-0.28,0.49,11.21,2.15,146.5,294.02
NANO,2014-10-31,3.57,0.9,42.33,7.8,0.43,0.2,40.67,0.09,0.95,65.12,10.55,97.51,117.28
NSPH,2014-10-31,-72.38,3.14,81.82,25.38,-0.26,-0.07,76.06,-0.95,-0.52,-93.41,-41.96,40.99,533.56
NASB,2014-10-31,-18.15,1.67,40.52,29.22,0.22,0.05,35.2,-0.52,0.38,4.76,0.93,120.4,219.92
NBHC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NKSH,2014-10-31,-6.72,0.94,21.83,32.1,0.39,0.09,18.01,-0.37,0.71,37.18,6.53,67.75,107.36
FIZZ,2014-10-31,20.98,0.48,28.28,4.98,1.02,0.6,28.4,0.74,2.87,248.02,28.33,106.97,20.43
NCMI,2014-10-31,-0.93,0.65,27.89,9.26,0.34,0.15,26.97,-0.03,0.62,33.27,5.91,70.88,117.78
NFG,2014-10-31,-8.98,1.45,27.42,48.3,0.53,0.1,20.59,-0.44,0.87,72.73,11.55,109.19,178.79
NHC,2014-10-31,0.11,0.79,22.64,21.0,0.57,0.16,20.31,0.01,0.73,67.67,10.89,60.41,81.88
NATI,2014-10-31,-2.43,1.14,23.93,38.89,0.67,0.14,18.79,-0.13,1.11,93.37,14.1,110.9,139.07
PRTA,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NATL,2014-10-31,2.72,0.83,29.85,13.51,0.55,0.19,27.84,0.1,1.04,83.12,12.86,77.21,70.27
NPBC,2014-10-31,0.46,1.03,21.89,38.07,0.78,0.17,17.23,0.03,1.31,109.41,15.93,91.26,91.1
NWLI,2014-10-31,-7.44,1.16,22.62,45.18,0.5,0.1,16.87,-0.44,0.75,55.45,9.22,97.81,155.5
NSM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NGS,2014-10-31,-3.88,0.99,27.42,22.56,0.45,0.12,24.13,-0.16,0.65,52.52,8.81,86.68,134.59
NGVC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BABY,2014-10-31,8.69,0.97,37.05,11.86,0.66,0.25,34.79,0.25,1.31,144.78,19.61,128.06,137.43
PRSC,2014-10-31,15.68,1.23,48.14,11.36,0.74,0.29,45.43,0.35,2.14,254.57,28.81,165.68,164.74
NATR,2014-10-31,13.95,0.68,51.26,3.07,0.49,0.37,50.64,0.28,1.15,102.17,15.12,64.19,27.54
NLS,2014-10-31,17.76,2.73,65.54,29.91,0.95,0.23,59.38,0.3,1.55,647.49,49.53,323.42,357.1
NAVB,2014-10-31,14.31,0.44,62.76,0.86,0.34,0.49,62.92,0.23,0.76,22.73,4.18,50.28,113.88
