Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
PCBK,2014-09-30,-7.03,1.11,26.49,30.88,0.38,0.09,22.07,-0.32,0.65,39.99,6.96,73.64,112.66
PPBI,2014-09-30,12.12,1.0,28.02,22.4,0.98,0.27,24.69,0.49,1.83,226.74,26.72,108.2,65.94
PCRX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PKG,2014-09-30,10.48,1.15,21.68,48.7,1.3,0.25,15.65,0.67,2.58,259.82,29.19,151.1,125.63
PACW,2014-09-30,-6.94,1.91,31.93,62.4,0.7,0.12,22.96,-0.3,1.23,138.96,19.03,156.7,189.92
PLMT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNRA,2014-09-30,13.69,0.72,25.34,14.23,0.98,0.34,23.75,0.58,2.07,195.85,24.23,78.16,13.02
PHX,2014-09-30,14.01,0.86,33.86,11.16,0.8,0.32,31.97,0.44,1.37,193.35,24.02,118.7,89.39
PTRY,2014-09-30,-7.32,1.29,39.18,18.8,0.32,0.1,35.51,-0.21,0.57,29.02,5.23,78.79,138.89
PZZA,2014-09-30,18.1,0.54,21.98,10.46,1.2,0.49,21.67,0.83,1.95,229.62,26.94,81.12,-18.58
PZG,2014-09-30,-18.84,1.96,73.13,12.56,0.15,0.06,69.56,-0.27,0.45,-34.31,-8.06,38.27,159.7
PRXL,2014-09-30,22.12,0.94,34.58,13.04,1.06,0.39,32.26,0.69,2.21,364.24,35.94,147.63,37.07
PRK,2014-09-30,-3.25,0.99,19.23,46.68,0.63,0.12,14.04,-0.23,1.21,67.21,10.83,85.56,110.79
PKOH,2014-09-30,31.17,1.36,63.28,8.06,0.82,0.38,60.86,0.51,1.8,450.04,40.63,174.16,129.05
PSTB,2014-09-30,-12.19,1.24,31.48,27.1,0.22,0.06,27.07,-0.45,0.34,12.2,2.33,89.01,157.79
PKD,2014-09-30,-19.29,1.69,42.96,26.9,0.15,0.04,37.84,-0.51,0.35,-9.52,-1.98,94.77,210.25
PRKR,2014-09-30,20.57,-0.11,96.11,0.02,0.2,-1.64,97.22,0.21,0.36,-72.13,-22.55,-26.7,140.32
PRE,2014-09-30,-0.99,0.82,18.12,35.98,0.64,0.14,14.69,-0.07,1.08,65.67,10.62,70.69,70.41
PATK,2014-09-30,50.51,1.31,68.51,6.38,1.03,0.54,66.41,0.76,2.08,1106.84,64.56,234.73,77.16
QLGC,2014-09-30,-27.95,1.27,28.93,33.5,-0.29,-0.07,23.86,-1.17,-0.47,-46.74,-11.84,41.75,194.42
KWR,2014-09-30,1.74,2.07,39.59,47.52,0.85,0.16,31.95,0.05,1.74,267.16,29.71,177.01,174.08
PATR,2014-09-30,-1.28,0.7,27.68,11.31,0.35,0.14,26.36,-0.05,0.79,34.78,6.15,58.62,94.88
PTEN,2014-09-30,-1.0,1.5,33.26,35.56,0.66,0.15,27.51,-0.04,0.88,127.43,17.86,139.8,169.57
PDFS,2014-09-30,12.06,1.46,41.26,21.81,0.84,0.24,36.99,0.33,1.19,261.32,29.29,178.22,170.12
PDLI,2014-09-30,7.51,0.59,27.2,8.33,0.61,0.28,26.59,0.28,0.79,90.11,13.71,77.34,81.53
PGC,2014-09-30,-11.32,1.26,31.94,27.17,0.25,0.06,27.48,-0.41,0.42,16.88,3.17,101.9,192.76
PEGA,2014-09-30,-13.01,1.83,52.44,21.28,0.29,0.08,47.8,-0.27,0.58,11.96,2.28,116.93,251.5
PCO,2014-09-30,0.38,1.64,58.74,13.67,0.44,0.16,55.23,0.01,0.7,55.81,9.28,182.52,315.53
PENX,2014-09-30,6.25,0.86,39.82,8.17,0.49,0.23,38.21,0.16,1.14,83.68,12.93,82.25,81.95
PENN,2014-09-30,-15.94,0.99,45.52,8.24,-0.02,-0.01,43.61,-0.37,-0.01,-59.47,-16.53,-7.17,139.5
PVA,2014-09-30,-20.78,1.57,52.9,15.36,0.06,0.02,49.25,-0.42,0.11,-41.22,-10.08,104.34,314.15
PFLT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNNT,2014-09-30,0.24,1.15,19.93,58.05,0.9,0.16,13.05,0.02,2.0,122.22,17.32,105.64,108.26
JCP,2014-09-30,-37.96,1.84,50.84,22.77,-0.19,-0.05,46.02,-0.82,-0.32,-68.06,-20.41,52.31,301.23
PFSI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAG,2014-09-30,-5.33,1.82,36.68,43.2,0.62,0.12,29.71,-0.18,1.26,124.81,17.59,153.77,215.11
PBY,2014-09-30,-21.1,1.83,41.39,34.07,0.17,0.04,35.34,-0.6,0.22,-8.8,-1.83,127.43,291.7
PPHM,2014-09-30,10.25,1.27,121.15,1.92,0.25,0.23,120.04,0.09,0.67,-60.58,-16.99,112.02,379.29
PSMI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRFT,2014-09-30,-2.57,1.38,37.31,23.75,0.5,0.14,32.96,-0.08,0.94,81.26,12.63,125.43,183.47
PFMT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSEM,2014-09-30,-13.98,1.17,29.05,28.26,0.14,0.03,24.71,-0.57,0.23,-0.71,-0.14,83.51,190.55
PTX,2014-09-30,12.68,1.71,74.08,9.28,0.53,0.23,71.18,0.18,1.32,125.88,17.7,177.74,242.92
PETS,2014-09-30,-16.84,1.34,35.64,24.87,0.11,0.03,31.23,-0.54,0.2,-10.73,-2.25,76.83,206.69
PHH,2014-09-30,-9.21,1.16,35.31,18.82,0.24,0.07,31.89,-0.29,0.36,12.7,2.42,67.27,142.86
PQ,2014-09-30,-14.95,1.37,43.26,17.59,0.14,0.04,39.58,-0.38,0.28,-13.41,-2.84,95.41,260.02
PGTI,2014-09-30,18.1,1.2,53.62,8.76,0.68,0.3,51.29,0.35,1.37,224.74,26.56,143.94,126.85
PMC,2014-09-30,-3.46,1.21,44.68,12.78,0.34,0.13,41.82,-0.08,0.53,31.56,5.64,117.81,219.95
PHIIK,2014-09-30,-3.82,1.54,33.64,36.42,0.59,0.13,27.74,-0.14,0.85,102.91,15.2,139.41,179.11
PNX,2014-09-30,-25.74,2.5,57.18,33.35,0.22,0.05,50.71,-0.51,0.38,-13.75,-2.92,152.8,353.24
PHMD,2014-09-30,22.94,0.03,62.06,0.0,0.38,9.12,63.38,0.36,0.79,45.54,7.79,0.81,-56.49
PICO,2014-09-30,-25.07,1.16,24.72,38.46,-0.29,-0.06,19.51,-1.28,-0.49,-40.18,-9.77,52.02,183.54
PNY,2014-09-30,2.4,0.61,15.99,25.32,0.74,0.19,14.75,0.16,1.36,69.44,11.12,73.72,76.4
PNFP,2014-09-30,3.45,1.57,37.37,30.78,0.74,0.18,31.99,0.11,1.31,186.74,23.45,148.79,125.53
PIKE,2014-09-30,-7.42,1.01,42.29,9.93,0.19,0.08,40.13,-0.18,0.35,-0.75,-0.15,78.45,161.8
PPC,2014-09-30,30.14,0.89,51.58,5.23,0.85,0.49,50.23,0.6,1.23,352.74,35.26,146.26,84.61
PF,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PES,2014-09-30,-7.44,2.18,51.31,31.49,0.51,0.12,45.23,-0.16,0.85,91.01,13.82,178.54,287.22
PJC,2014-09-30,-14.95,1.46,34.05,32.08,0.22,0.05,28.71,-0.52,0.36,9.47,1.83,115.01,225.45
PLT,2014-09-30,-6.92,1.47,26.06,55.78,0.6,0.11,18.43,-0.38,0.98,85.99,13.21,133.33,185.26
PTP,2014-09-30,2.88,0.63,15.93,27.39,0.79,0.2,14.42,0.2,1.13,76.31,12.01,69.85,62.1
PCYO,2014-09-30,14.87,0.72,52.82,3.23,0.49,0.36,52.09,0.29,1.07,96.06,14.41,111.8,139.49
PGEM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PZN,2014-09-30,-18.48,2.29,45.64,43.8,0.37,0.07,38.2,-0.48,0.65,38.78,6.77,155.22,285.25
PMCS,2014-09-30,-20.39,1.29,29.83,32.5,-0.02,-0.0,24.8,-0.82,-0.04,-21.97,-4.84,85.93,214.61
PII,2014-09-30,26.09,1.3,29.25,34.27,1.57,0.36,24.03,1.09,3.49,691.91,51.26,167.3,27.73
PMFG,2014-09-30,-28.79,1.35,45.38,15.39,-0.18,-0.06,41.99,-0.69,-0.28,-61.12,-17.22,42.48,234.22
QADA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POR,2014-09-30,6.53,0.54,13.9,25.99,1.06,0.28,13.43,0.49,1.57,99.38,14.8,75.91,56.32
PLCM,2014-09-30,-10.57,1.1,40.03,13.13,0.16,0.06,37.33,-0.28,0.25,-8.15,-1.69,94.55,230.16
POOL,2014-09-30,7.13,0.99,23.83,29.99,0.94,0.23,19.94,0.36,1.54,164.99,21.52,119.3,109.74
BPOP,2014-09-30,-25.85,2.44,48.51,44.26,0.24,0.05,40.92,-0.63,0.49,4.01,0.79,167.47,348.66
PRAA,2014-09-30,14.89,0.94,30.84,16.23,0.95,0.31,28.23,0.53,2.54,245.67,28.15,138.07,88.2
PTLA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POWL,2014-09-30,-7.21,0.92,33.72,13.04,0.21,0.08,31.46,-0.23,0.4,7.78,1.51,71.28,163.66
POWI,2014-09-30,-5.64,1.46,36.73,27.59,0.46,0.12,31.84,-0.18,0.79,66.74,10.77,106.93,174.4
PSIX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POWR,2014-09-30,9.97,1.23,63.25,6.57,0.46,0.24,61.21,0.16,0.66,41.3,7.16,85.37,115.78
POZN,2014-09-30,-12.65,2.13,59.93,22.02,0.34,0.09,54.98,-0.23,0.71,21.44,3.96,151.57,281.32
QGEN,2014-09-30,-10.08,0.89,21.71,29.18,0.16,0.04,18.33,-0.55,0.34,7.0,1.36,64.3,124.92
PFBC,2014-09-30,8.14,0.43,41.17,1.88,0.36,0.34,41.48,0.2,0.56,38.16,6.68,70.59,94.23
PLPC,2014-09-30,-12.47,1.77,40.34,33.46,0.36,0.08,34.43,-0.36,0.68,41.94,7.26,120.25,214.07
PGI,2014-09-30,-12.95,1.8,40.37,34.7,0.37,0.08,34.3,-0.38,0.67,44.04,7.57,139.7,242.86
PBH,2014-09-30,6.98,2.02,38.84,47.03,0.98,0.19,31.3,0.22,1.91,359.8,35.68,214.48,220.95
QLIK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRGX,2014-09-30,-14.18,1.53,41.35,23.85,0.23,0.06,36.76,-0.39,0.36,4.64,0.91,96.05,194.0
PSMT,2014-09-30,20.28,1.07,31.55,20.05,1.16,0.34,28.22,0.72,2.19,384.04,37.08,121.6,29.71
PRI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRA,2014-09-30,3.17,0.65,14.86,33.59,0.89,0.2,12.95,0.24,1.21,83.17,12.87,69.16,58.29
PKT,2014-09-30,5.65,1.2,55.07,8.33,0.44,0.2,52.79,0.11,0.99,65.17,10.56,99.33,107.84
PGNX,2014-09-30,0.45,1.53,74.73,7.36,0.32,0.16,72.27,0.01,0.7,-0.95,-0.19,65.86,146.65
PRGS,2014-09-30,-11.82,1.64,29.94,52.55,0.45,0.08,22.3,-0.53,0.79,58.34,9.63,120.88,189.99
PFPT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QUAD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KKD,2014-09-30,22.23,1.38,50.39,13.09,0.86,0.31,47.24,0.47,1.91,380.67,36.89,138.74,56.28
KRO,2014-09-30,8.62,1.7,50.64,19.71,0.69,0.2,46.31,0.19,1.23,206.2,25.08,183.64,215.49
PSEC,2014-09-30,-2.47,0.97,19.45,43.17,0.64,0.13,14.67,-0.17,1.04,69.72,11.16,82.26,93.39
LLEN,2014-09-30,-67.09,1.91,88.4,8.13,-0.43,-0.2,85.58,-0.78,-0.71,-98.01,-54.33,-78.87,471.94
LZB,2014-09-30,-7.27,2.3,47.94,40.22,0.59,0.12,40.86,-0.18,1.06,133.05,18.44,186.0,250.75
LTS,2014-09-30,37.41,0.82,55.42,3.79,0.9,0.61,54.41,0.69,1.85,488.89,42.56,144.57,32.74
LG,2014-09-30,1.59,0.44,11.83,24.08,0.71,0.19,12.69,0.13,1.66,46.96,8.0,54.65,58.89
LBAI,2014-09-30,-5.02,1.3,29.6,33.6,0.51,0.12,24.44,-0.21,0.92,70.8,11.3,116.61,183.45
LBY,2014-09-30,34.2,0.78,40.1,6.68,1.15,0.59,38.84,0.88,2.67,582.08,46.81,127.41,-22.74
LKFN,2014-09-30,7.83,0.58,20.44,13.93,0.82,0.29,19.77,0.4,1.28,107.86,15.76,66.95,43.72
LAMR,2014-09-30,-16.39,2.28,36.93,66.78,0.51,0.08,27.22,-0.6,0.84,82.43,12.78,170.2,273.73
LANC,2014-09-30,7.51,0.5,17.42,14.33,0.87,0.3,17.43,0.43,1.34,98.13,14.65,73.2,56.25
LNDC,2014-09-30,1.36,1.1,33.81,18.51,0.54,0.17,30.55,0.04,1.49,91.41,13.87,105.01,121.89
LSTR,2014-09-30,1.51,0.89,18.31,40.97,0.83,0.17,14.15,0.11,1.49,96.39,14.45,88.56,76.47
CALL,2014-09-30,16.0,2.02,103.81,6.58,0.45,0.23,101.23,0.16,1.61,95.05,14.3,125.78,137.31
LCI,2014-09-30,31.45,1.14,52.15,8.35,0.94,0.43,49.96,0.63,1.82,510.7,43.6,209.12,164.14
LPI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LVS,2014-09-30,9.99,1.67,38.15,33.55,0.94,0.21,32.35,0.31,2.06,318.49,33.15,158.21,122.42
LSCC,2014-09-30,0.63,2.24,48.4,37.41,0.73,0.16,41.65,0.02,1.54,233.33,27.23,207.34,228.97
LAYN,2014-09-30,-31.8,0.78,27.89,13.75,-0.71,-0.25,26.06,-1.22,-1.04,-69.7,-21.24,-7.06,202.41
LCNB,2014-09-30,13.58,-0.08,17.52,0.36,0.71,-1.56,22.56,0.6,1.27,72.5,11.52,24.32,-27.42
LF,2014-09-30,-2.44,1.51,54.69,13.36,0.38,0.14,51.35,-0.05,0.77,45.74,7.82,102.61,163.27
LEA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LII,2014-09-30,0.71,1.24,25.01,43.2,0.79,0.16,19.12,0.04,1.22,130.68,18.2,120.24,135.87
LVLT,2014-09-30,1.72,1.55,45.73,19.99,0.56,0.16,41.54,0.04,1.18,119.33,17.01,156.06,211.97
LXRX,2014-09-30,-25.9,2.03,52.03,26.58,0.1,0.03,46.61,-0.56,0.17,-33.8,-7.92,125.23,288.3
LXK,2014-09-30,4.32,1.29,40.97,17.4,0.59,0.19,37.44,0.12,0.95,121.52,17.24,107.67,97.19
LBTYA,2014-09-30,2.04,1.2,35.88,19.5,0.57,0.17,32.3,0.06,0.62,88.44,13.51,102.27,108.42
LINTA,2014-09-30,-1.29,1.58,28.26,54.44,0.81,0.15,20.55,-0.06,1.36,159.98,21.06,137.79,149.39
LMCA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LVNTA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOCK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LCUT,2014-09-30,13.19,0.96,40.32,9.97,0.69,0.29,38.26,0.34,1.24,176.17,22.53,111.51,99.76
LFVN,2014-09-30,33.07,0.88,79.87,2.14,0.58,0.53,79.02,0.42,1.8,200.0,24.57,156.63,138.49
LWAY,2014-09-30,3.22,0.4,32.29,2.74,0.29,0.23,32.8,0.1,0.61,26.21,4.76,50.32,66.43
LGND,2014-09-30,11.98,1.51,47.19,17.98,0.75,0.23,43.28,0.28,1.5,239.03,27.66,192.23,188.37
LMNR,2014-09-30,1.37,1.12,38.17,14.9,0.49,0.17,35.25,0.04,0.79,77.95,12.22,72.34,77.1
QSII,2014-09-30,-18.98,0.8,35.31,8.86,-0.19,-0.08,33.81,-0.56,-0.22,-49.47,-12.76,31.4,178.75
LINC,2014-09-30,-52.43,2.23,58.69,25.12,-0.31,-0.08,53.31,-0.98,-0.44,-84.55,-31.17,78.87,472.25
LECO,2014-09-30,6.29,1.29,25.78,43.47,1.01,0.2,19.75,0.32,2.19,211.96,25.55,120.87,82.73
LNKD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIOX,2014-09-30,2.33,1.35,50.98,12.21,0.45,0.17,47.99,0.05,0.89,73.08,11.6,160.84,185.67
LGF,2014-09-30,30.65,0.55,32.81,4.91,1.19,0.71,32.54,0.94,2.56,439.28,40.08,115.75,-23.65
LQDT,2014-09-30,25.59,-0.59,46.68,2.76,0.35,-0.28,50.58,0.51,0.58,33.24,5.91,-9.07,-74.45
LAD,2014-09-30,12.77,2.25,52.7,31.76,0.9,0.21,46.55,0.27,1.26,415.19,38.8,236.13,258.63
LFUS,2014-09-30,5.37,1.55,30.43,45.07,0.96,0.19,23.68,0.23,2.11,241.13,27.82,169.78,178.56
LYV,2014-09-30,11.58,1.08,36.71,14.99,0.77,0.26,33.86,0.34,1.45,193.28,24.01,106.47,77.44
LPSN,2014-09-30,5.65,1.43,43.68,18.6,0.63,0.19,39.8,0.14,1.14,149.8,20.09,113.76,105.07
LKQ,2014-09-30,13.2,0.7,23.6,15.22,1.01,0.34,22.1,0.6,1.75,186.84,23.46,86.63,16.64
LMIA,2014-09-30,-10.96,1.6,42.77,24.47,0.32,0.09,38.01,-0.29,0.52,27.62,5.0,122.74,221.88
LOGM,2014-09-30,16.42,0.67,39.56,4.99,0.67,0.4,38.81,0.42,0.98,151.61,20.27,68.25,15.4
LORL,2014-09-30,20.57,1.02,30.46,19.51,1.19,0.36,27.33,0.75,2.7,385.4,37.16,129.35,68.08
LPX,2014-09-30,-6.99,2.05,46.09,34.68,0.53,0.12,39.76,-0.18,0.99,103.75,15.3,163.63,240.97
LPLA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LXU,2014-09-30,-2.98,1.97,46.95,30.89,0.58,0.14,41.1,-0.07,1.2,129.35,18.06,208.43,305.81
LYTS,2014-09-30,-18.58,1.79,39.72,35.47,0.23,0.05,33.58,-0.55,0.42,8.74,1.69,124.01,242.42
LTXC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUB,2014-09-30,-10.48,1.49,41.11,23.07,0.3,0.08,36.64,-0.29,0.69,26.67,4.84,100.72,202.86
LL,2014-09-30,5.25,1.61,44.79,22.48,0.67,0.19,40.24,0.13,0.91,164.55,21.48,173.96,208.91
LMNX,2014-09-30,-1.97,0.61,30.15,7.09,0.24,0.12,29.52,-0.07,0.33,14.71,2.78,45.71,68.54
LMOS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LDL,2014-09-30,25.02,0.85,32.43,11.95,1.17,0.45,30.49,0.82,2.23,413.5,38.71,141.49,35.9
MHO,2014-09-30,-12.95,1.98,44.89,33.99,0.39,0.09,38.71,-0.33,0.64,45.84,7.84,142.84,255.26
MTSI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MCBC,2014-09-30,-5.82,2.37,64.49,23.61,0.48,0.13,59.2,-0.1,0.96,86.82,13.31,153.55,266.69
MSG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MGLN,2014-09-30,2.24,0.7,18.41,25.0,0.7,0.19,16.44,0.14,1.48,76.21,12.0,75.28,75.25
MHR,2014-09-30,27.47,1.53,63.6,10.08,0.8,0.33,60.71,0.45,1.3,376.07,36.63,177.75,167.54
MHLD,2014-09-30,0.87,0.71,24.78,14.14,0.47,0.17,23.29,0.04,0.93,55.29,9.2,55.41,47.89
MAIN,2014-09-30,12.31,0.87,21.31,28.97,1.2,0.3,18.05,0.68,2.53,220.36,26.22,117.26,69.23
MSFG,2014-09-30,7.37,1.15,32.65,21.72,0.77,0.22,28.95,0.25,1.26,168.36,21.83,132.11,141.35
MANH,2014-09-30,2.86,1.45,44.0,18.89,0.57,0.17,40.07,0.07,0.5,65.45,10.59,134.82,208.26
MNTX,2014-09-30,15.65,1.86,52.58,21.94,0.84,0.24,47.84,0.33,1.98,380.43,36.88,194.41,209.7
MBI,2014-09-30,-11.36,2.18,63.36,20.63,0.35,0.1,58.56,-0.19,0.76,18.3,3.42,158.41,286.99
MNKD,2014-09-30,-1.26,1.39,78.9,5.4,0.25,0.14,76.91,-0.02,0.46,-40.0,-9.71,146.33,379.08
MANT,2014-09-30,-23.57,1.18,26.17,35.4,-0.21,-0.05,21.17,-1.11,-0.27,-36.26,-8.61,65.95,216.61
MSO,2014-09-30,-22.41,1.68,55.42,16.1,0.06,0.02,51.56,-0.43,0.18,-39.37,-9.52,90.63,284.26
MCS,2014-09-30,-5.61,1.23,30.9,27.47,0.43,0.11,26.48,-0.21,0.73,54.61,9.11,98.15,144.16
MRIN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MPX,2014-09-30,-13.32,2.22,47.95,37.3,0.43,0.09,41.23,-0.32,0.67,64.59,10.48,156.33,254.48
HZO,2014-09-30,-2.91,1.82,44.51,29.3,0.56,0.14,38.97,-0.07,0.82,115.75,16.62,157.37,213.96
MKL,2014-09-30,2.46,0.77,15.81,41.93,0.91,0.19,12.41,0.2,1.44,92.88,14.04,82.54,82.53
MKTX,2014-09-30,26.41,0.74,25.65,14.54,1.47,0.51,23.96,1.1,2.57,452.01,40.73,134.53,14.43
MKTO,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRLN,2014-09-30,12.76,0.91,40.51,8.9,0.66,0.29,38.68,0.33,1.27,155.94,20.68,89.57,20.36
MRVL,2014-09-30,-11.58,0.96,35.15,12.96,0.09,0.03,32.8,-0.35,0.17,-12.46,-2.63,66.07,164.87
VAC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRTN,2014-09-30,-8.93,0.94,29.91,17.29,0.19,0.06,27.21,-0.33,0.23,4.64,0.91,83.35,174.77
MLM,2014-09-30,-7.33,1.24,25.35,41.57,0.46,0.09,19.63,-0.37,0.73,53.34,8.93,111.87,180.29
MASI,2014-09-30,-9.47,0.76,27.31,13.54,0.08,0.03,25.59,-0.37,0.15,-6.38,-1.31,57.12,139.04
MTRN,2014-09-30,-18.86,2.16,43.67,42.8,0.33,0.07,36.43,-0.52,0.59,29.12,5.24,184.19,349.41
ZQK,2014-09-30,-29.6,2.91,73.29,27.45,0.21,0.05,67.31,-0.44,0.41,-37.45,-8.96,199.99,478.45
MTRX,2014-09-30,-7.22,2.07,42.31,41.95,0.58,0.12,35.22,-0.2,1.0,121.9,17.28,193.54,291.05
MATX,2014-09-30,-13.53,1.19,35.48,19.49,0.13,0.04,31.93,-0.42,0.13,-14.43,-3.07,56.46,151.91
MDSO,2014-09-30,22.36,0.65,43.69,3.9,0.74,0.5,43.07,0.52,0.81,192.34,23.93,63.53,-25.13
MATW,2014-09-30,-9.08,1.09,22.16,41.92,0.34,0.07,16.92,-0.54,0.66,30.43,5.46,79.88,128.28
MFRM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MXIM,2014-09-30,-0.38,1.11,24.14,36.97,0.69,0.15,19.22,-0.02,1.11,99.64,14.83,109.93,138.88
MMS,2014-09-30,12.95,0.99,25.06,27.33,1.13,0.28,21.36,0.61,3.07,250.0,28.47,124.33,66.63
MXL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBFI,2014-09-30,-11.69,1.42,27.58,46.2,0.37,0.07,20.97,-0.56,0.52,37.51,6.58,105.47,168.77
MNI,2014-09-30,8.45,1.69,83.62,7.11,0.41,0.2,81.1,0.1,1.12,31.25,5.59,121.19,235.82
MGRC,2014-09-30,-1.42,1.12,24.53,36.18,0.64,0.14,19.66,-0.07,1.12,89.64,13.65,111.09,152.25
MDCA,2014-09-30,11.7,1.69,40.18,31.06,0.94,0.22,34.6,0.34,2.08,345.24,34.81,181.11,150.48
MDC,2014-09-30,-22.65,1.66,35.68,37.61,0.08,0.02,29.48,-0.77,0.16,-14.98,-3.19,108.34,252.37
MDU,2014-09-30,-3.01,0.86,17.84,40.28,0.57,0.12,13.92,-0.22,0.84,53.93,9.01,79.57,107.88
MIG,2014-09-30,-11.24,0.85,31.3,12.9,0.06,0.02,29.27,-0.38,0.08,-14.45,-3.07,74.88,201.69
MEAS,2014-09-30,22.69,1.8,38.71,37.61,1.3,0.28,32.34,0.7,2.51,738.49,53.0,223.78,152.69
MEG,2014-09-30,-4.86,2.55,74.43,20.46,0.46,0.13,69.46,-0.07,0.93,53.33,8.92,211.81,329.19
MDCI,2014-09-30,-10.43,2.47,77.12,17.97,0.36,0.11,72.51,-0.14,0.75,14.17,2.69,231.09,413.34
MDCO,2014-09-30,5.68,1.05,39.32,12.53,0.56,0.21,36.78,0.15,0.86,102.72,15.18,108.52,125.87
MED,2014-09-30,-0.4,1.44,52.19,13.37,0.42,0.15,48.93,-0.01,0.7,51.15,8.61,146.87,247.71
MW,2014-09-30,1.19,1.29,36.68,21.76,0.58,0.16,32.68,0.04,1.26,108.29,15.81,115.03,154.52
MDVN,2014-09-30,62.55,0.74,92.13,1.14,0.8,0.99,91.66,0.68,1.44,628.59,48.76,114.82,-78.94
MCC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MD,2014-09-30,4.77,0.74,21.66,20.31,0.74,0.22,19.64,0.24,1.34,99.64,14.83,85.55,80.08
MEIP,2014-09-30,27.9,1.31,182.58,0.9,0.26,0.37,181.8,0.15,0.98,-88.14,-34.72,88.79,467.43
MENT,2014-09-30,2.18,1.18,29.39,28.18,0.69,0.17,25.02,0.09,1.22,123.62,17.46,129.76,155.49
