Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
VZ,2014-09-30,10.11,0.39,16.03,10.52,1.01,0.41,17.15,0.59,1.75,110.47,16.05,57.49,2.71
WAG,2014-09-30,-4.7,1.28,28.16,35.94,0.53,0.12,22.84,-0.21,1.1,75.18,11.87,106.37,144.81
WAT,2014-09-30,-0.24,0.89,20.5,33.07,0.66,0.15,16.83,-0.01,1.28,77.44,12.15,85.59,99.65
WDC,2014-09-30,5.5,1.39,36.58,25.1,0.73,0.19,32.07,0.17,1.47,176.6,22.57,178.14,220.84
WEC,2014-09-30,12.62,0.27,13.72,6.53,1.22,0.63,16.44,0.77,2.02,119.55,17.03,60.12,6.39
WFC,2014-09-30,-0.17,1.06,19.49,51.79,0.83,0.15,13.55,-0.01,1.1,103.87,15.31,102.53,114.58
WHR,2014-09-30,0.74,1.48,37.08,27.72,0.63,0.16,32.15,0.02,1.24,133.7,18.5,165.01,208.78
WIN,2014-09-30,1.25,0.8,22.97,21.21,0.59,0.17,20.56,0.06,1.01,73.26,11.62,75.17,80.17
WLP,2014-09-30,13.0,0.65,24.48,12.12,0.94,0.36,23.43,0.55,1.37,169.57,21.94,84.42,27.53
WMB,2014-09-30,11.12,1.2,27.53,33.08,1.07,0.25,22.67,0.49,1.87,261.25,29.29,134.09,91.29
WMT,2014-09-30,5.28,0.46,14.53,17.38,0.85,0.27,15.02,0.35,1.89,76.1,11.98,52.5,23.27
X,2014-09-30,-22.11,2.02,46.89,32.47,0.19,0.04,40.83,-0.54,0.32,-8.89,-1.85,109.37,267.07
XEL,2014-09-30,8.97,0.33,12.66,11.89,1.11,0.43,14.81,0.61,1.59,93.95,14.17,55.3,11.28
XLNX,2014-09-30,-2.68,1.31,25.24,46.69,0.69,0.13,18.87,-0.14,1.08,104.23,15.35,119.44,145.22
XOM,2014-09-30,-3.08,0.86,16.44,48.15,0.62,0.12,11.97,-0.26,0.93,56.01,9.3,77.84,106.22
XRAY,2014-09-30,-11.49,1.27,20.13,69.51,0.4,0.06,11.67,-0.98,0.69,35.93,6.33,88.38,139.79
XRX,2014-09-30,-7.57,1.6,29.79,50.66,0.57,0.11,22.4,-0.34,0.95,89.63,13.65,129.89,172.25
YHOO,2014-09-30,3.77,1.06,26.61,27.46,0.75,0.19,22.67,0.17,1.63,128.8,18.0,126.57,132.58
YUM,2014-09-30,7.01,0.79,20.37,26.53,0.94,0.24,17.67,0.4,1.6,135.62,18.7,91.35,62.0
ZTS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAC,2014-09-30,3.99,1.11,23.19,40.05,0.91,0.19,18.01,0.22,1.53,151.06,20.21,121.58,121.92
MAR,2014-09-30,2.07,1.33,24.06,53.63,0.94,0.17,16.97,0.12,1.91,167.83,21.78,127.75,125.95
IPAR,2014-09-30,2.25,1.41,34.17,29.7,0.7,0.17,29.16,0.08,1.25,148.06,19.93,141.04,162.9
IPGP,2014-09-30,17.91,1.7,55.8,16.13,0.79,0.26,51.92,0.34,1.9,352.5,35.25,205.1,228.36
INTL,2014-09-30,-6.83,0.68,23.46,14.51,0.15,0.05,22.11,-0.31,0.26,4.91,0.96,35.58,76.62
NSIT,2014-09-30,-9.18,1.88,38.85,40.98,0.51,0.11,32.04,-0.29,0.89,85.34,13.13,188.68,267.95
INSM,2014-09-30,27.52,0.52,72.83,0.89,0.49,0.68,72.79,0.38,0.89,59.15,9.74,103.2,148.13
NSP,2014-09-30,-8.12,1.04,31.47,19.14,0.25,0.08,28.3,-0.29,0.44,16.87,3.17,72.66,145.92
IIIN,2014-09-30,-2.37,1.44,39.64,23.11,0.5,0.14,35.24,-0.07,0.92,83.85,12.95,160.04,269.43
PODD,2014-09-30,16.03,0.8,29.93,12.51,0.95,0.35,28.12,0.57,1.54,228.14,26.83,116.49,33.83
INSY,2014-09-30,1298.59,-17.48,2191.45,1.11,0.47,-0.59,2192.89,0.59,23.77,8918.6,146.05,74.18,-629.5
KOS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IBKR,2014-09-30,-2.36,0.87,23.74,23.2,0.46,0.13,20.88,-0.11,0.66,50.44,8.51,92.54,131.3
ININ,2014-09-30,2.95,1.31,39.64,19.2,0.58,0.18,35.88,0.08,1.16,118.73,16.95,139.92,187.66
IDCC,2014-09-30,4.83,1.19,49.14,10.16,0.47,0.19,46.64,0.1,0.97,85.27,13.13,125.83,168.5
INVN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TILE,2014-09-30,-3.52,1.48,33.16,34.69,0.58,0.13,27.53,-0.13,1.02,100.06,14.88,140.44,189.32
IMI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITMN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KRA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INAP,2014-09-30,-2.21,1.57,36.98,31.39,0.59,0.14,31.54,-0.07,1.21,114.95,16.54,138.64,180.74
ISCA,2014-09-30,-11.3,1.14,23.93,39.44,0.26,0.05,18.71,-0.6,0.53,18.78,3.5,111.5,216.46
KTOS,2014-09-30,-14.14,1.21,46.17,11.99,0.1,0.04,43.4,-0.33,0.19,-25.03,-5.6,75.22,196.25
IRDM,2014-09-30,-7.69,0.62,37.32,4.81,0.05,0.03,36.76,-0.21,0.08,-22.44,-4.95,27.74,122.42
JAKK,2014-09-30,-10.86,0.56,45.15,2.65,-0.05,-0.04,44.93,-0.24,-0.07,-47.82,-12.2,4.63,118.99
ISIL,2014-09-30,-14.87,1.58,36.93,32.01,0.26,0.06,31.4,-0.47,0.51,16.25,3.06,132.81,254.16
IILG,2014-09-30,-0.64,0.95,30.07,17.43,0.46,0.15,27.33,-0.02,0.74,61.7,10.09,97.51,156.49
IBCA,2014-09-30,17.11,0.98,50.21,6.71,0.64,0.33,48.49,0.35,0.99,174.0,22.34,129.39,105.57
ISH,2014-09-30,-21.5,1.38,32.51,31.68,-0.01,-0.0,27.34,-0.79,-0.01,-22.77,-5.04,67.74,181.19
IL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNAK,2014-09-30,25.12,0.72,33.82,7.91,1.07,0.5,32.66,0.77,1.83,357.95,35.57,113.12,-5.11
KOP,2014-09-30,-20.61,2.04,35.06,59.1,0.31,0.05,26.3,-0.78,0.49,28.03,5.07,140.39,262.09
KFY,2014-09-30,-13.22,2.04,39.35,46.86,0.46,0.09,31.8,-0.42,0.77,70.66,11.28,146.93,223.46
ITG,2014-09-30,-19.49,0.95,36.64,11.73,-0.13,-0.05,34.43,-0.57,-0.25,-43.55,-10.81,57.55,220.37
ISBC,2014-09-30,-3.66,0.73,33.21,8.38,0.23,0.1,31.99,-0.11,0.17,-2.59,-0.52,33.04,80.78
ITIC,2014-09-30,15.38,0.23,21.5,2.06,0.88,0.81,23.57,0.65,1.97,130.84,18.21,41.74,-41.42
IO,2014-09-30,-36.49,3.43,67.9,44.68,0.24,0.05,59.88,-0.61,0.49,-20.74,-4.54,183.82,465.97
IIVI,2014-09-30,-19.01,1.48,32.9,35.19,0.11,0.03,27.23,-0.7,0.21,-7.47,-1.54,100.42,232.59
HFC,2014-09-30,18.36,1.1,35.05,17.35,1.01,0.32,31.9,0.58,1.54,325.23,33.58,151.92,107.85
HNI,2014-09-30,-2.86,1.27,31.95,27.52,0.52,0.13,27.43,-0.1,1.02,79.81,12.45,108.89,154.3
HOLX,2014-09-30,-8.6,1.31,27.55,39.64,0.42,0.09,21.8,-0.39,0.8,48.9,8.29,102.43,160.6
HBCP,2014-09-30,7.89,0.35,12.65,13.25,1.05,0.38,14.59,0.54,2.16,86.61,13.29,49.78,10.3
HOMB,2014-09-30,11.72,0.89,24.65,22.89,1.03,0.29,21.7,0.54,1.75,205.98,25.07,109.23,57.32
HOME,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HLSS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HMST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HTBI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOFT,2014-09-30,-11.49,1.53,35.75,32.05,0.34,0.08,30.29,-0.38,0.45,32.59,5.8,125.83,235.38
HMN,2014-09-30,-4.02,1.44,27.1,49.46,0.67,0.13,20.14,-0.2,1.25,107.23,15.69,150.41,182.19
HBNC,2014-09-30,23.86,0.19,25.52,1.01,1.05,1.38,27.53,0.87,2.14,227.62,26.79,71.29,-35.88
HZNP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HRZN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOS,2014-09-30,-16.01,1.86,42.96,32.71,0.29,0.07,37.02,-0.43,0.46,18.76,3.5,137.45,261.45
HWCC,2014-09-30,-11.35,1.38,32.45,31.46,0.3,0.07,27.33,-0.42,0.49,26.45,4.8,121.51,210.23
HOV,2014-09-30,-16.28,2.42,70.3,20.62,0.3,0.09,65.37,-0.25,0.69,-4.43,-0.9,189.74,400.91
HHC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSNI,2014-09-30,9.52,1.46,30.71,39.57,1.04,0.22,24.64,0.39,2.46,293.77,31.54,162.57,118.45
HUBG,2014-09-30,-0.71,0.99,24.42,28.41,0.59,0.15,20.67,-0.03,0.87,77.37,12.14,103.09,131.53
HVB,2014-09-30,-19.08,1.25,33.39,24.55,0.01,0.0,29.2,-0.65,0.01,-22.73,-5.03,57.46,169.61
JBHT,2014-09-30,5.18,0.97,21.48,35.59,0.94,0.21,17.24,0.3,2.13,143.68,19.5,94.43,64.44
ICUI,2014-09-30,4.51,0.56,20.72,12.84,0.63,0.23,20.19,0.22,1.16,74.12,11.73,63.86,50.87
HII,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HURC,2014-09-30,-0.82,1.53,37.17,29.62,0.61,0.15,31.96,-0.03,1.18,123.32,17.43,120.12,136.88
HURN,2014-09-30,7.31,0.92,29.54,17.1,0.73,0.23,26.92,0.27,1.13,136.04,18.74,116.47,134.15
HTCH,2014-09-30,-11.45,1.9,89.39,7.88,0.2,0.09,86.61,-0.13,0.56,-48.45,-12.41,130.75,360.04
H,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HPTX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IBKC,2014-09-30,-4.87,1.09,25.68,31.28,0.46,0.11,21.32,-0.23,0.99,55.38,9.21,86.72,112.36
ICFI,2014-09-30,-12.4,1.11,30.62,22.96,0.15,0.04,26.92,-0.46,0.36,1.55,0.31,60.2,118.3
ICGE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICON,2014-09-30,2.38,1.53,28.93,48.99,0.9,0.17,21.83,0.11,1.53,196.23,24.26,165.2,187.51
IDA,2014-09-30,6.92,0.63,13.73,37.26,1.21,0.26,11.9,0.58,1.89,119.4,17.02,82.09,51.19
IDIX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEX,2014-09-30,1.39,1.42,22.35,70.33,1.04,0.16,13.37,0.1,1.63,180.57,22.92,141.78,144.19
IMN,2014-09-30,-31.93,0.99,34.97,13.99,-0.48,-0.17,32.43,-0.98,-0.77,-68.18,-20.47,12.22,205.91
IDXX,2014-09-30,7.41,0.77,20.59,24.43,0.94,0.25,18.15,0.41,2.05,135.66,18.7,83.59,54.73
IDT,2014-09-30,42.82,1.28,58.71,8.36,1.07,0.49,56.33,0.76,2.64,920.78,59.14,179.96,67.66
IGTE,2014-09-30,15.66,1.54,45.27,20.27,0.87,0.26,41.05,0.38,1.79,337.16,34.32,151.79,85.59
IRG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ILMN,2014-09-30,27.06,0.74,50.25,3.74,0.76,0.52,49.42,0.55,1.45,285.69,30.99,155.33,131.72
IMMU,2014-09-30,-8.95,0.87,49.95,5.31,0.09,0.05,48.64,-0.18,0.13,-32.61,-7.59,41.15,118.56
IMMR,2014-09-30,4.01,1.69,61.62,13.16,0.49,0.18,58.14,0.07,1.28,100.47,14.92,154.67,202.63
IMGN,2014-09-30,-13.89,2.08,50.9,29.27,0.36,0.09,45.14,-0.31,0.61,30.58,5.48,171.6,316.71
IPXL,2014-09-30,9.68,1.18,40.02,15.17,0.7,0.24,36.94,0.26,1.19,171.28,22.09,160.11,172.91
IFT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IMPV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAAS,2014-09-30,13.06,0.94,35.29,12.43,0.78,0.29,33.03,0.4,1.5,191.78,23.88,110.36,93.92
INCY,2014-09-30,32.44,1.23,49.34,10.79,1.04,0.42,46.7,0.69,2.77,626.67,48.68,172.89,27.33
IHC,2014-09-30,8.05,1.13,37.64,15.78,0.68,0.22,34.58,0.23,1.48,156.73,20.75,108.71,68.65
IBTX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INFN,2014-09-30,-9.53,1.78,49.87,22.22,0.36,0.1,45.17,-0.21,0.65,34.21,6.06,128.53,226.14
INFI,2014-09-30,18.27,1.15,63.8,5.63,0.56,0.31,62.01,0.29,0.87,115.41,16.59,124.01,159.49
IMKTA,2014-09-30,0.66,0.97,24.59,27.16,0.63,0.16,20.99,0.03,1.17,88.25,13.49,99.95,117.2
IPCC,2014-09-30,1.47,0.64,17.99,22.24,0.63,0.18,16.55,0.09,1.18,63.11,10.28,61.24,72.89
BLOX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INFA,2014-09-30,-8.56,1.54,36.7,30.74,0.41,0.1,31.36,-0.27,0.59,51.64,8.68,119.66,191.78
VOYA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IM,2014-09-30,-3.63,0.96,23.12,29.98,0.48,0.12,19.35,-0.19,0.76,53.18,8.9,71.37,88.86
INGR,2014-09-30,4.48,1.28,23.36,52.06,1.03,0.19,16.58,0.27,1.69,190.65,23.79,132.57,115.68
IPHS,2014-09-30,10.75,1.22,32.44,24.69,0.91,0.24,28.3,0.38,1.89,238.9,27.65,123.98,58.66
IOSP,2014-09-30,2.75,1.65,42.23,26.52,0.66,0.17,37.19,0.07,1.21,163.39,21.37,170.82,243.24
ISSC,2014-09-30,-5.89,1.74,56.09,16.75,0.37,0.12,52.09,-0.11,1.13,49.75,8.41,162.3,264.81
IPHI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IART,2014-09-30,-4.7,0.96,23.07,30.18,0.44,0.1,19.28,-0.24,0.79,45.36,7.77,84.6,124.9
IDTI,2014-09-30,-7.42,2.06,38.04,51.03,0.64,0.12,30.06,-0.25,1.53,135.95,18.73,194.75,283.61
I,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MACK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLAB,2014-09-30,13.9,0.58,24.88,9.63,0.92,0.39,24.28,0.57,1.47,169.05,21.89,78.73,20.65
CASH,2014-09-30,18.95,0.18,43.13,0.31,0.5,1.19,44.4,0.43,0.51,65.26,10.57,40.15,8.76
MEI,2014-09-30,21.94,1.25,44.78,13.59,0.92,0.33,41.75,0.53,2.01,378.65,36.77,166.11,118.37
METR,2014-09-30,0.87,1.13,29.9,24.8,0.61,0.16,25.98,0.03,0.86,99.26,14.78,121.82,150.25
MTD,2014-09-30,6.62,1.1,23.46,38.55,1.0,0.21,18.44,0.36,1.65,182.74,23.11,123.06,115.09
MGEE,2014-09-30,3.78,0.52,13.53,26.27,0.88,0.23,13.21,0.29,1.3,72.93,11.58,62.57,52.42
MTG,2014-09-30,-21.45,3.49,79.36,33.82,0.41,0.09,72.48,-0.3,0.66,5.4,1.06,272.32,523.62
MCRL,2014-09-30,-5.62,1.25,30.29,29.86,0.45,0.11,25.59,-0.22,1.15,60.26,9.89,116.12,180.04
MSCC,2014-09-30,-10.97,1.67,32.55,45.92,0.45,0.09,25.51,-0.43,0.78,60.92,9.98,133.53,224.5
MSTR,2014-09-30,0.34,1.16,34.82,19.33,0.52,0.16,31.34,0.01,0.78,82.89,12.83,106.35,125.37
MBRG,2014-09-30,1.61,0.58,23.79,10.43,0.44,0.18,23.19,0.07,0.72,47.68,8.11,70.02,90.47
MIDD,2014-09-30,15.51,1.34,30.04,34.49,1.2,0.27,24.71,0.63,2.36,380.62,36.89,152.88,87.22
MSEX,2014-09-30,0.34,0.64,14.33,34.63,0.71,0.16,12.53,0.03,1.52,58.28,9.62,63.6,63.1
MSL,2014-09-30,-5.26,1.21,30.56,27.25,0.44,0.11,26.21,-0.2,0.91,56.34,9.35,89.42,118.88
MPO,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDW,2014-09-30,8.32,1.02,60.13,5.0,0.4,0.24,58.61,0.14,0.96,44.44,7.63,45.69,85.05
MOFG,2014-09-30,14.29,0.63,25.4,10.62,0.94,0.38,24.51,0.58,2.18,182.52,23.09,102.69,52.74
MM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MILL,2014-09-30,68.27,2.84,177.82,4.46,0.63,0.39,175.51,0.39,3.48,780.0,54.49,275.57,218.37
MDXG,2014-09-30,63.27,0.03,67.58,0.0,0.94,20.38,68.78,0.92,2.66,850.67,56.89,127.89,-93.73
MSA,2014-09-30,-4.48,1.51,28.26,49.58,0.66,0.12,21.15,-0.21,1.47,109.63,15.96,134.95,175.12
MTX,2014-09-30,2.5,1.3,24.9,47.54,0.9,0.17,18.46,0.14,1.36,162.99,21.34,137.53,145.53
MG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIND,2014-09-30,-0.73,1.43,45.13,17.48,0.47,0.15,41.39,-0.02,0.84,78.23,12.25,113.03,165.37
MITK,2014-09-30,27.89,2.03,90.57,8.74,0.65,0.29,87.57,0.32,1.08,145.92,19.72,173.32,279.76
MKSI,2014-09-30,-5.83,1.5,30.79,41.66,0.56,0.12,24.44,-0.24,0.98,88.5,13.52,140.85,196.53
MINI,2014-09-30,-6.34,1.74,35.15,42.84,0.58,0.12,28.32,-0.22,0.84,103.11,15.22,183.85,277.66
MOD,2014-09-30,-17.96,2.15,45.04,39.73,0.34,0.07,38.12,-0.47,0.52,28.05,5.07,164.34,307.6
MLNK,2014-09-30,-22.16,1.32,49.95,12.27,-0.04,-0.01,46.98,-0.47,-0.08,-48.47,-12.42,57.57,230.67
MCP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNTA,2014-09-30,-16.12,1.98,54.02,23.56,0.27,0.07,48.99,-0.33,0.49,6.88,1.34,121.46,233.18
MCRI,2014-09-30,-7.25,1.17,42.41,13.39,0.26,0.09,39.54,-0.18,0.42,10.69,2.05,109.38,223.43
MGI,2014-09-30,-28.76,1.58,43.9,22.71,-0.1,-0.03,39.36,-0.73,-0.17,-50.08,-12.97,64.92,251.89
MPWR,2014-09-30,-4.52,1.54,33.86,36.28,0.57,0.12,27.96,-0.16,0.95,97.24,14.55,151.59,213.76
TYPE,2014-09-30,16.2,0.86,30.67,13.66,0.96,0.34,28.56,0.57,1.96,244.34,28.06,110.76,66.39
MNRO,2014-09-30,13.03,0.48,24.07,6.92,0.85,0.43,24.22,0.54,1.27,139.5,19.09,64.69,5.43
MWW,2014-09-30,-46.13,2.54,58.31,33.2,-0.12,-0.03,51.84,-0.89,-0.27,-68.54,-20.65,108.61,435.64
MHGC,2014-09-30,-9.26,1.82,47.71,25.39,0.39,0.1,42.61,-0.22,0.74,48.89,8.29,148.89,242.61
MOSY,2014-09-30,-14.76,1.7,51.57,18.88,0.22,0.07,47.34,-0.31,0.46,-3.2,-0.65,124.36,245.4
NPK,2014-09-30,-13.95,1.06,22.4,39.02,0.1,0.02,17.51,-0.8,0.19,-0.34,-0.07,64.72,147.38
MOV,2014-09-30,5.45,1.48,47.59,16.78,0.59,0.19,43.87,0.12,1.43,143.66,19.5,134.15,155.13
MOVE,2014-09-30,-0.41,1.57,46.7,19.74,0.51,0.15,42.51,-0.01,1.05,94.07,14.18,119.35,161.19
MRC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MSM,2014-09-30,1.26,1.1,24.0,36.86,0.76,0.17,19.12,0.07,1.54,116.12,16.66,112.61,127.9
NATH,2014-09-30,26.91,0.46,25.93,5.48,1.31,0.74,26.2,1.03,2.57,359.85,35.68,109.84,-9.03
MSCI,2014-09-30,-7.55,1.32,26.37,43.53,0.48,0.1,20.25,-0.37,0.67,58.74,9.68,104.15,142.42
MTSC,2014-09-30,0.99,1.46,29.75,42.04,0.79,0.16,23.45,0.04,1.49,159.81,21.04,145.72,182.92
MLI,2014-09-30,7.2,0.9,24.71,23.12,0.85,0.23,21.7,0.33,1.47,146.59,19.78,110.49,99.76
MWA,2014-09-30,-12.93,2.15,44.59,40.62,0.45,0.09,37.57,-0.34,0.61,64.06,10.41,198.3,355.2
LABL,2014-09-30,13.02,0.99,33.94,14.85,0.83,0.29,31.32,0.42,1.54,209.14,25.32,112.1,93.83
MFLX,2014-09-30,-30.87,0.93,33.68,13.23,-0.49,-0.18,31.39,-0.98,-0.78,-67.43,-20.1,16.33,207.18
MGAM,2014-09-30,27.37,1.52,50.41,15.79,1.01,0.33,46.76,0.59,2.43,603.32,47.72,166.16,56.95
MVC,2014-09-30,-4.91,0.97,21.38,35.7,0.47,0.1,17.15,-0.29,0.81,47.85,8.13,67.37,87.62
MWIV,2014-09-30,23.39,0.43,27.17,4.47,1.11,0.69,27.59,0.85,1.77,271.46,30.01,89.93,-6.69
MYRG,2014-09-30,-11.32,1.25,33.53,24.38,0.24,0.06,29.35,-0.39,0.46,14.18,2.69,95.14,185.35
MYGN,2014-09-30,0.88,0.98,43.41,8.97,0.37,0.16,41.41,0.02,0.63,40.72,7.07,79.72,131.33
NC,2014-09-30,-15.14,1.88,52.57,22.26,0.26,0.07,47.78,-0.32,0.39,-6.31,-1.3,136.52,286.56
NANO,2014-09-30,12.63,0.82,43.24,6.24,0.58,0.31,41.93,0.3,1.3,129.83,18.11,107.52,78.07
NSPH,2014-09-30,-66.63,3.15,81.3,26.17,-0.22,-0.06,75.4,-0.88,-0.44,-92.04,-39.72,61.05,528.63
NASB,2014-09-30,-18.89,1.67,40.62,29.56,0.17,0.04,35.23,-0.54,0.29,-5.79,-1.19,119.53,223.61
NBHC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NKSH,2014-09-30,-6.44,0.89,21.3,30.77,0.34,0.08,17.78,-0.36,0.6,29.56,5.32,59.91,93.9
FIZZ,2014-09-30,14.83,0.47,25.78,5.78,0.86,0.47,25.99,0.57,2.24,157.02,20.78,89.64,27.98
NCMI,2014-09-30,-3.53,0.65,27.75,9.64,0.23,0.1,26.78,-0.13,0.43,14.67,2.77,65.25,123.52
NFG,2014-09-30,-7.66,1.45,27.42,48.53,0.53,0.1,20.54,-0.37,0.87,72.83,11.56,111.96,174.96
NHC,2014-09-30,-1.64,0.79,22.47,21.51,0.47,0.13,20.1,-0.08,0.6,48.86,8.28,55.25,85.13
NATI,2014-09-30,-2.67,1.14,24.02,39.29,0.62,0.13,18.8,-0.14,1.05,82.44,12.78,111.04,140.22
PRTA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NATL,2014-09-30,4.02,0.82,29.86,13.08,0.56,0.2,27.95,0.14,1.06,85.9,13.2,77.12,62.51
NPBC,2014-09-30,-1.95,1.04,22.14,38.89,0.64,0.14,17.32,-0.11,1.09,79.8,12.45,87.66,101.69
NWLI,2014-09-30,-8.04,1.14,22.25,45.46,0.42,0.08,16.53,-0.49,0.63,41.91,7.25,92.41,150.27
NSM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NGS,2014-09-30,-5.29,0.99,27.39,22.93,0.36,0.1,24.05,-0.22,0.54,36.61,6.44,83.16,137.35
NGVC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BABY,2014-09-30,4.21,0.99,36.94,12.51,0.53,0.2,34.56,0.12,1.05,91.25,13.85,119.5,149.83
PRSC,2014-09-30,20.05,1.22,47.87,11.36,0.81,0.32,45.17,0.44,2.29,314.92,32.92,175.72,149.26
NATR,2014-09-30,29.61,0.47,57.24,1.16,0.64,0.79,57.34,0.52,1.69,220.08,26.2,64.96,-50.48
NLS,2014-09-30,19.39,2.69,65.47,29.46,0.93,0.23,59.35,0.33,1.52,604.12,47.75,320.35,339.2
NAVB,2014-09-30,8.7,0.52,63.62,1.18,0.26,0.32,63.55,0.14,0.59,-5.71,-1.17,49.48,148.65
