Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
ACT,2014-09-30,0.093,-0.782,0.048,0.312,0.212,-0.196,0.054,0.646,0.143,0.224,0.396,0.427,19.816,18.838,6.148
ADM,2014-09-30,0.042,-0.506,0.033,0.949,-0.83,-0.029,0.056,0.663,0.147,0.229,0.406,0.438,22.641,19.274,11.88
AEE,2014-09-30,-0.016,0.285,-0.162,0.378,-0.089,0.073,0.039,0.469,0.104,0.162,0.287,0.31,14.871,13.657,5.886
ADP,2014-09-30,-0.022,0.297,0.008,0.938,-0.428,-0.226,0.022,0.26,0.058,0.09,0.159,0.172,13.555,7.436,11.334
ADS,2014-09-30,-0.014,0.32,-0.026,0.936,0.789,0.43,0.055,0.655,0.145,0.227,0.401,0.433,25.801,18.98,17.476
ADT,2014-09-30,-0.055,0.337,-0.297,1.488,-0.766,-0.307,0.196,2.774,0.35,0.699,1.004,1.147,25.045,21.919,12.116
AES,2014-09-30,0.043,-0.654,-0.184,0.905,0.43,-0.044,0.051,0.603,0.134,0.209,0.37,0.399,22.956,17.493,14.865
AGN,2014-09-30,0.049,-0.494,0.16,0.98,-1.024,-0.175,0.063,0.754,0.167,0.261,0.462,0.499,25.176,21.943,12.342
AVY,2014-09-30,-0.038,0.367,0.049,1.206,-0.199,0.62,0.052,0.621,0.138,0.215,0.38,0.411,24.903,17.983,17.227
AIG,2014-09-30,0.003,-0.104,-0.089,1.276,0.835,1.62,0.083,0.995,0.221,0.344,0.609,0.658,38.656,28.834,25.745
AIV,2014-09-30,-0.059,0.842,-0.154,0.536,0.843,1.103,0.055,0.651,0.145,0.225,0.399,0.431,24.335,18.898,15.331
AIZ,2014-09-30,-0.019,0.272,0.027,0.878,-0.656,0.631,0.046,0.544,0.121,0.188,0.333,0.36,19.847,15.789,12.025
ALL,2014-09-30,0.036,-0.401,0.155,0.826,0.175,0.312,0.033,0.389,0.086,0.135,0.239,0.258,17.424,11.23,13.322
ALLE,2014-09-30,-1.18,19.018,-0.746,0.216,1.48,-2.018,0.436,6.782,0.597,0.751,0.919,1.094,24.914,7.025,23.903
ALTR,2014-09-30,-0.063,0.727,0.036,1.047,1.292,-1.068,0.05,0.597,0.132,0.206,0.365,0.395,27.166,17.192,21.034
ALXN,2014-09-30,-0.019,0.542,-0.102,0.754,0.007,-1.114,0.07,0.831,0.185,0.288,0.509,0.55,26.797,24.208,11.49
AMAT,2014-09-30,0.051,-0.695,0.002,1.324,0.806,0.159,0.053,0.628,0.139,0.217,0.384,0.415,28.796,18.08,22.413
AME,2014-09-30,-0.053,0.719,0.117,1.059,0.605,-0.44,0.04,0.471,0.105,0.163,0.289,0.312,21.936,13.562,17.241
AMP,2014-09-30,-0.021,0.288,0.123,1.598,-0.303,0.469,0.032,0.377,0.084,0.13,0.231,0.249,24.339,10.617,21.901
AMT,2014-09-30,-0.014,0.323,-0.004,0.376,-0.694,-0.347,0.038,0.454,0.101,0.157,0.278,0.3,14.307,13.225,5.458
AMZN,2014-09-30,-0.103,1.343,-0.271,1.188,-0.246,-1.56,0.067,0.804,0.179,0.278,0.493,0.532,29.492,23.349,18.018
BCR,2014-09-30,-0.001,0.039,-0.009,0.723,-0.216,0.021,0.047,0.562,0.125,0.194,0.344,0.372,18.801,16.356,9.273
APA,2014-09-30,-0.034,0.245,-0.186,1.24,0.428,-0.068,0.056,0.663,0.147,0.229,0.406,0.438,26.978,19.175,18.977
APC,2014-09-30,-0.047,0.455,-0.385,1.749,-0.112,0.193,0.074,0.883,0.196,0.305,0.541,0.584,35.666,25.562,24.872
APD,2014-09-30,0.012,-0.204,0.054,1.21,-0.063,-0.444,0.039,0.466,0.103,0.161,0.285,0.308,20.92,13.422,16.047
MCHP,2014-09-30,-0.026,0.327,-0.074,0.967,0.438,0.026,0.041,0.483,0.107,0.167,0.296,0.319,20.68,13.943,15.272
APH,2014-09-30,-0.017,0.217,0.032,1.288,0.111,-0.195,0.044,0.522,0.116,0.18,0.319,0.345,23.344,15.04,17.854
AVB,2014-09-30,-0.068,0.937,-0.185,0.492,0.528,0.664,0.05,0.6,0.133,0.207,0.367,0.397,21.109,17.426,11.912
AVP,2014-09-30,-0.095,0.779,0.068,1.516,-0.939,0.185,0.067,0.799,0.177,0.276,0.489,0.528,29.725,23.186,18.601
AXP,2014-09-30,-0.047,0.599,-0.14,1.185,-0.24,-0.259,0.042,0.505,0.112,0.175,0.309,0.334,21.23,14.585,15.428
AZO,2014-09-30,-0.055,0.867,0.07,0.318,0.302,-0.18,0.039,0.465,0.103,0.161,0.285,0.308,15.197,13.542,6.897
BAX,2014-09-30,-0.002,-0.021,0.136,0.828,-0.533,-0.252,0.048,0.573,0.127,0.198,0.351,0.379,19.451,16.68,10.006
BBBY,2014-09-30,-0.087,1.046,0.091,0.927,-0.028,-0.074,0.063,0.746,0.166,0.258,0.457,0.494,25.312,21.708,13.018
BBY,2014-09-30,0.036,-0.685,-0.131,2.065,-0.487,-1.117,0.106,1.262,0.28,0.437,0.773,0.835,45.218,36.657,26.475
BDX,2014-09-30,-0.01,0.103,0.055,0.857,-0.013,-0.131,0.028,0.338,0.075,0.117,0.207,0.223,15.127,9.736,11.577
BEAM,2014-09-30,0.029,-0.204,-0.131,0.492,1.171,0.229,0.064,0.747,0.139,0.218,0.403,0.42,22.83,18.0,14.043
BHI,2014-09-30,-0.031,0.305,-0.234,1.392,0.277,-0.308,0.079,0.945,0.21,0.327,0.579,0.625,34.126,27.452,20.272
BIIB,2014-09-30,0.021,-0.041,0.009,1.194,0.347,-1.267,0.073,0.875,0.194,0.303,0.536,0.579,30.984,25.438,17.69
BLL,2014-09-30,0.011,-0.076,0.064,0.854,0.006,-0.644,0.035,0.413,0.092,0.143,0.253,0.273,16.599,11.963,11.508
BMS,2014-09-30,-0.055,0.679,0.023,0.656,-0.35,0.42,0.037,0.438,0.097,0.151,0.268,0.289,15.639,12.712,9.11
BMY,2014-09-30,-0.032,0.512,0.054,0.617,-0.83,0.0,0.052,0.623,0.138,0.216,0.382,0.412,19.686,18.152,7.619
BRK_B,2014-09-30,0.013,-0.077,0.17,0.453,-0.389,0.159,0.041,0.489,0.109,0.169,0.3,0.324,15.669,14.252,6.512
BSX,2014-09-30,0.124,-1.584,0.13,0.746,1.245,-0.148,0.074,0.878,0.195,0.304,0.538,0.581,31.379,25.52,18.259
BXP,2014-09-30,-0.056,0.719,-0.189,0.808,-0.278,0.25,0.039,0.471,0.104,0.163,0.288,0.311,17.778,13.65,11.391
CAG,2014-09-30,-0.027,0.35,0.133,0.483,-0.414,0.724,0.04,0.48,0.107,0.166,0.294,0.318,16.301,13.968,8.405
CAH,2014-09-30,-0.008,0.227,0.073,0.689,-0.517,-0.259,0.042,0.5,0.111,0.173,0.307,0.331,16.633,14.562,8.038
CAM,2014-09-30,-0.044,0.481,-0.171,1.245,0.188,-0.321,0.067,0.798,0.177,0.276,0.489,0.528,29.192,23.171,17.755
CCI,2014-09-30,-0.03,0.477,-0.242,0.641,-0.584,0.03,0.041,0.486,0.108,0.168,0.298,0.322,16.826,14.133,9.132
CF,2014-09-30,-0.036,0.473,-0.288,1.712,-0.318,-1.092,0.09,1.073,0.238,0.371,0.657,0.71,38.498,31.173,22.59
CFN,2014-09-30,-0.003,0.053,0.017,0.908,-0.243,0.193,0.046,0.55,0.122,0.19,0.337,0.364,19.997,15.968,12.037
MCK,2014-09-30,0.046,-0.405,-0.034,0.671,-0.018,0.042,0.049,0.585,0.13,0.202,0.359,0.387,19.507,17.031,9.513
CHRW,2014-09-30,-0.005,0.072,-0.121,0.346,0.367,0.449,0.051,0.608,0.135,0.21,0.373,0.402,19.394,17.721,7.881
CI,2014-09-30,-0.003,0.188,0.115,0.631,-0.024,-0.17,0.058,0.694,0.154,0.24,0.425,0.459,21.985,20.229,8.61
CL,2014-09-30,-0.018,0.267,-0.087,0.572,-0.578,-0.021,0.029,0.341,0.076,0.118,0.209,0.226,12.185,9.911,7.088
CLX,2014-09-30,0.006,-0.006,-0.094,0.502,-0.234,0.131,0.032,0.379,0.084,0.131,0.232,0.251,12.926,11.034,6.733
CMA,2014-09-30,-0.003,0.023,0.288,0.907,0.527,0.959,0.043,0.512,0.114,0.177,0.314,0.339,23.581,14.747,18.4
CME,2014-09-30,0.018,-0.284,0.065,1.017,0.032,0.199,0.052,0.616,0.137,0.213,0.377,0.407,23.126,17.868,14.681
CMG,2014-09-30,0.011,0.277,-0.251,0.154,1.764,-0.298,0.082,0.978,0.217,0.338,0.599,0.647,32.185,28.453,15.043
CMI,2014-09-30,-0.121,1.517,-0.192,1.415,0.952,0.267,0.063,0.751,0.167,0.26,0.46,0.497,33.123,21.673,25.049
CMS,2014-09-30,-0.042,0.672,-0.068,0.334,-0.356,0.401,0.038,0.448,0.099,0.155,0.274,0.296,14.195,13.045,5.597
COF,2014-09-30,-0.015,0.195,-0.008,1.133,-0.159,0.322,0.044,0.52,0.115,0.18,0.318,0.344,21.654,15.033,15.585
COG,2014-09-30,-0.043,0.775,-0.246,0.458,0.435,0.262,0.092,1.092,0.242,0.378,0.669,0.722,33.444,31.829,10.267
COH,2014-09-30,-0.185,2.101,0.322,1.169,0.318,-1.05,0.071,0.842,0.187,0.291,0.516,0.557,31.389,24.427,19.713
COP,2014-09-30,-0.09,1.012,-0.3,1.41,-0.618,0.552,0.064,0.765,0.17,0.265,0.469,0.506,29.556,22.179,19.537
COST,2014-09-30,-0.025,0.405,-0.0,0.601,-0.296,-0.213,0.035,0.414,0.092,0.143,0.254,0.274,14.05,12.038,7.245
CPB,2014-09-30,-0.032,0.403,0.129,0.567,-0.897,0.369,0.043,0.509,0.113,0.176,0.312,0.337,16.938,14.826,8.191
CRM,2014-09-30,-0.078,0.996,0.091,0.599,2.183,-1.279,0.119,1.413,0.314,0.489,0.866,0.935,47.102,41.113,22.985
CSC,2014-09-30,0.081,-1.113,-0.019,1.337,0.205,-0.705,0.082,0.983,0.218,0.34,0.602,0.65,34.483,28.562,19.322
CSCO,2014-09-30,0.009,-0.284,-0.004,1.321,-0.38,-0.003,0.058,0.695,0.154,0.241,0.426,0.46,26.437,20.166,17.096
CSX,2014-09-30,-0.041,0.485,-0.075,1.288,0.138,-0.043,0.039,0.463,0.103,0.16,0.284,0.306,22.549,13.307,18.205
CTAS,2014-09-30,0.06,-0.678,-0.028,0.882,-0.092,-0.085,0.035,0.417,0.093,0.144,0.256,0.276,17.187,12.07,12.235
CTL,2014-09-30,-0.031,0.38,-0.045,0.858,-0.921,0.042,0.048,0.57,0.127,0.197,0.349,0.377,19.577,16.58,10.409
CTSH,2014-09-30,-0.076,0.929,-0.072,1.167,0.266,-0.27,0.055,0.651,0.145,0.225,0.399,0.431,25.464,18.87,17.099
CVC,2014-09-30,-0.011,-0.154,0.673,1.11,0.18,1.034,0.127,1.515,0.336,0.524,0.928,1.002,49.691,44.096,22.906
D,2014-09-30,-0.023,0.425,-0.134,0.309,-0.171,0.259,0.032,0.378,0.084,0.131,0.232,0.25,12.182,11.016,5.199
DAL,2014-09-30,0.119,-1.183,0.309,0.456,1.581,0.038,0.102,1.215,0.27,0.42,0.744,0.804,39.712,35.369,18.059
DE,2014-09-30,-0.138,1.651,-0.321,1.332,-0.464,0.302,0.05,0.594,0.132,0.205,0.364,0.393,25.62,17.14,19.042
DFS,2014-09-30,0.022,-0.122,-0.004,1.015,0.035,-0.283,0.049,0.582,0.129,0.201,0.356,0.385,21.799,16.879,13.794
DG,2014-09-30,-0.002,0.214,-0.061,0.143,0.861,-0.658,0.064,0.772,0.161,0.263,0.487,0.5,22.698,21.034,8.53
DGX,2014-09-30,-0.023,0.223,0.063,0.694,0.019,-0.183,0.048,0.567,0.126,0.196,0.347,0.375,19.01,16.495,9.448
DIS,2014-09-30,-0.011,0.207,0.088,1.169,-0.197,0.27,0.037,0.443,0.098,0.153,0.271,0.293,20.413,12.763,15.932
DISCA,2014-09-30,-0.207,2.473,-0.115,1.037,-0.522,0.599,0.085,1.011,0.224,0.35,0.619,0.668,33.703,29.405,16.469
DLPH,2014-09-30,-0.205,3.098,0.191,0.694,0.005,-0.746,0.122,1.644,0.257,0.463,0.778,0.834,24.6,21.738,11.517
DLTR,2014-09-30,-0.054,0.871,-0.095,0.325,0.362,-0.748,0.051,0.604,0.134,0.209,0.37,0.4,19.468,17.596,8.331
DNB,2014-09-30,0.01,-0.166,0.199,1.019,-0.213,-0.032,0.048,0.571,0.127,0.197,0.35,0.377,21.545,16.55,13.794
DNR,2014-09-30,-0.087,0.851,-0.001,1.524,1.277,0.239,0.07,0.834,0.185,0.289,0.511,0.552,36.657,24.083,27.637
DOV,2014-09-30,-0.077,0.903,0.087,1.318,0.368,-0.108,0.048,0.576,0.128,0.199,0.353,0.381,25.793,16.597,19.744
DOW,2014-09-30,0.007,-0.14,-0.057,1.603,0.205,0.047,0.049,0.589,0.131,0.204,0.361,0.39,28.54,16.933,22.975
DRI,2014-09-30,-0.062,0.747,0.092,0.814,0.013,0.019,0.051,0.608,0.135,0.21,0.373,0.402,21.135,17.681,11.578
DTE,2014-09-30,-0.034,0.569,-0.102,0.343,-0.278,0.465,0.034,0.409,0.091,0.141,0.25,0.27,13.321,11.897,5.993
DTV,2014-09-30,-0.014,0.263,-0.063,0.995,-0.098,-0.095,0.05,0.599,0.133,0.207,0.367,0.396,21.831,17.385,13.205
DUK,2014-09-30,-0.04,0.671,-0.103,0.201,-0.359,0.172,0.033,0.397,0.088,0.137,0.243,0.263,12.353,11.575,4.313
DVA,2014-09-30,-0.083,1.01,0.297,0.639,-0.578,0.53,0.081,0.969,0.215,0.335,0.593,0.641,30.135,28.225,10.559
EBAY,2014-09-30,-0.054,0.654,0.101,1.217,-0.955,-0.695,0.06,0.717,0.159,0.248,0.439,0.474,25.22,20.847,14.193
ECL,2014-09-30,0.043,-0.396,-0.172,0.481,0.445,0.198,0.038,0.456,0.101,0.158,0.279,0.301,16.378,13.231,9.653
ED,2014-09-30,-0.053,0.728,-0.118,0.267,-0.512,0.135,0.034,0.408,0.091,0.141,0.25,0.27,12.969,11.879,5.205
EFX,2014-09-30,-0.003,0.125,-0.069,0.8,-0.054,0.461,0.04,0.479,0.106,0.166,0.293,0.317,18.258,13.881,11.861
EIX,2014-09-30,-0.004,0.128,-0.039,0.452,-0.214,0.329,0.044,0.522,0.116,0.18,0.32,0.345,16.502,15.2,6.423
EMC,2014-09-30,-0.036,0.358,0.201,1.235,0.131,-0.554,0.048,0.568,0.126,0.197,0.348,0.376,23.881,16.429,17.331
EMN,2014-09-30,-0.074,0.896,-0.07,1.693,0.09,-0.11,0.049,0.584,0.13,0.202,0.358,0.386,28.888,16.761,23.528
HAS,2014-09-30,-0.024,0.313,-0.034,1.004,0.243,-0.68,0.05,0.594,0.132,0.206,0.364,0.393,22.47,17.237,14.413
EMR,2014-09-30,-0.068,0.767,-0.093,1.211,0.134,0.304,0.041,0.494,0.11,0.171,0.303,0.327,22.827,14.241,17.84
EOG,2014-09-30,0.03,-0.298,-0.05,0.907,0.915,0.393,0.067,0.798,0.177,0.276,0.489,0.528,29.202,23.175,17.768
EQT,2014-09-30,0.003,0.035,-0.166,0.747,0.389,0.0,0.065,0.773,0.172,0.267,0.474,0.511,25.629,22.494,12.284
ESRX,2014-09-30,-0.008,-0.078,0.061,1.298,0.411,0.34,0.08,0.948,0.211,0.328,0.581,0.627,34.207,27.546,20.281
FDO,2014-09-30,-0.038,0.652,-0.025,0.369,0.229,-0.647,0.066,0.791,0.176,0.274,0.484,0.523,24.145,23.053,7.181
ESV,2014-09-30,-0.133,1.465,-0.143,1.334,-0.375,0.109,0.065,0.769,0.171,0.266,0.471,0.509,28.66,22.321,17.977
MET,2014-09-30,-0.02,0.101,0.201,1.635,0.269,0.764,0.044,0.53,0.118,0.183,0.325,0.351,29.652,15.106,25.516
ETN,2014-09-30,-0.11,1.297,0.008,1.548,0.191,-0.255,0.049,0.589,0.131,0.204,0.361,0.39,27.8,16.955,22.031
ETR,2014-09-30,0.023,-0.274,-0.04,0.392,-0.544,0.726,0.041,0.492,0.109,0.17,0.301,0.325,16.236,14.312,7.666
EW,2014-09-30,-0.037,0.607,0.076,0.502,0.387,-0.495,0.078,0.926,0.206,0.32,0.567,0.613,28.487,26.999,9.086
NOC,2014-09-30,0.008,-0.241,0.671,1.385,-1.482,0.674,0.1,1.197,0.266,0.414,0.734,0.792,41.038,34.822,21.715
EXPD,2014-09-30,-0.053,0.574,-0.204,0.849,0.971,0.151,0.053,0.631,0.14,0.218,0.386,0.417,25.107,18.268,17.223
FB,2014-09-30,0.274,-3.251,-0.166,0.73,1.736,-2.036,0.338,4.694,0.651,1.345,1.92,2.073,53.255,48.302,22.429
FDX,2014-09-30,0.016,-0.211,-0.136,1.261,0.058,0.232,0.047,0.563,0.125,0.195,0.345,0.372,24.386,16.252,18.181
FE,2014-09-30,-0.032,0.338,-0.046,0.407,-0.65,0.163,0.055,0.654,0.145,0.226,0.401,0.433,19.895,19.067,5.682
FIS,2014-09-30,0.041,-0.42,0.104,0.646,0.412,0.355,0.046,0.552,0.123,0.191,0.338,0.365,20.022,16.044,11.977
FISV,2014-09-30,0.022,-0.216,0.039,0.958,-0.035,0.042,0.029,0.348,0.077,0.12,0.213,0.23,16.601,10.008,13.245
FLIR,2014-09-30,0.019,-0.272,0.139,0.497,0.86,0.086,0.062,0.744,0.165,0.257,0.455,0.492,24.832,21.635,12.19
FLR,2014-09-30,-0.037,0.367,-0.161,1.105,1.502,0.622,0.054,0.648,0.144,0.224,0.397,0.428,30.587,18.635,24.255
FMC,2014-09-30,-0.098,1.201,-0.133,0.971,0.306,0.171,0.043,0.517,0.115,0.179,0.317,0.342,21.626,14.961,15.616
FRX,2014-09-30,0.221,-2.519,0.216,0.971,-0.083,-1.51,0.074,0.872,0.176,0.276,0.496,0.531,28.743,22.971,17.278
FTI,2014-09-30,-0.109,1.321,-0.122,1.173,-0.082,0.193,0.063,0.748,0.166,0.259,0.458,0.495,27.444,21.727,16.765
FTR,2014-09-30,0.041,-0.493,-0.161,0.657,-0.333,0.646,0.063,0.752,0.167,0.26,0.461,0.497,24.393,21.896,10.75
GAS,2014-09-30,0.007,-0.006,-0.202,0.361,-0.024,0.394,0.03,0.352,0.078,0.122,0.215,0.233,12.342,10.219,6.921
GCI,2014-09-30,0.03,-0.253,0.566,0.716,2.133,1.159,0.079,0.944,0.21,0.327,0.578,0.625,39.278,27.307,28.234
GE,2014-09-30,-0.065,0.716,0.11,1.371,-0.501,1.039,0.039,0.469,0.104,0.162,0.287,0.31,24.02,13.438,19.909
GHC,2014-09-30,0.082,-0.996,-0.05,0.741,1.216,0.413,0.044,0.524,0.116,0.181,0.321,0.346,23.448,15.102,17.936
GILD,2014-09-30,0.187,-2.078,0.109,0.865,-0.35,-0.919,0.067,0.794,0.176,0.275,0.487,0.525,27.206,23.094,14.382
GPS,2014-09-30,-0.007,0.078,0.231,1.183,0.186,0.02,0.075,0.889,0.197,0.308,0.545,0.588,31.268,25.844,17.6
GRMN,2014-09-30,0.029,-0.341,-0.076,0.828,0.411,0.477,0.064,0.761,0.169,0.263,0.466,0.503,26.364,22.113,14.357
GS,2014-09-30,0.05,-0.809,0.045,1.531,-0.085,-0.001,0.056,0.673,0.149,0.233,0.412,0.445,28.84,19.448,21.296
GWW,2014-09-30,-0.096,1.235,-0.091,1.091,-0.507,-0.224,0.035,0.414,0.092,0.143,0.254,0.274,18.306,11.944,13.872
HAL,2014-09-30,-0.013,0.163,-0.313,1.47,0.117,-0.313,0.071,0.847,0.188,0.293,0.519,0.56,32.316,24.547,21.019
HAR,2014-09-30,0.021,-0.215,0.043,1.538,0.32,-0.671,0.105,1.253,0.278,0.434,0.768,0.829,42.514,36.461,21.864
HBAN,2014-09-30,-0.029,0.44,0.205,0.634,0.874,1.656,0.062,0.744,0.165,0.257,0.456,0.492,28.948,21.57,19.307
HCBK,2014-09-30,0.019,-0.395,0.476,0.951,-0.108,0.57,0.049,0.583,0.129,0.202,0.357,0.385,23.898,16.855,16.941
HCN,2014-09-30,-0.042,0.572,-0.187,0.572,-0.672,0.027,0.044,0.524,0.116,0.181,0.321,0.347,17.261,15.256,8.075
HD,2014-09-30,-0.029,0.479,0.201,0.965,-0.065,0.718,0.039,0.465,0.103,0.161,0.285,0.307,20.324,13.409,15.273
HES,2014-09-30,-0.039,0.355,-0.043,1.694,-0.449,0.229,0.055,0.66,0.146,0.228,0.404,0.436,29.198,19.028,22.146
HOG,2014-09-30,-0.136,1.684,-0.349,1.422,-0.31,1.05,0.068,0.806,0.179,0.279,0.494,0.533,32.319,23.335,22.361
HON,2014-09-30,-0.049,0.62,0.086,1.184,0.205,0.211,0.025,0.299,0.066,0.103,0.183,0.198,19.497,8.428,17.581
HOT,2014-09-30,-0.074,0.854,0.069,1.714,0.713,0.424,0.045,0.537,0.119,0.186,0.329,0.355,31.474,15.252,27.532
HP,2014-09-30,0.024,-0.219,-0.103,1.016,0.851,0.303,0.072,0.863,0.192,0.299,0.529,0.571,31.228,25.067,18.623
HRB,2014-09-30,0.064,-0.721,0.075,0.727,0.748,0.236,0.073,0.876,0.194,0.303,0.536,0.579,29.388,25.479,14.646
HRL,2014-09-30,0.003,0.122,0.062,0.494,0.253,-0.112,0.037,0.441,0.098,0.153,0.27,0.292,15.061,12.825,7.895
HRS,2014-09-30,-0.007,0.056,-0.063,1.144,0.285,-0.335,0.052,0.616,0.137,0.213,0.377,0.408,24.329,17.847,16.534
HSP,2014-09-30,0.065,-0.816,-0.011,0.49,0.151,-0.405,0.068,0.808,0.179,0.279,0.495,0.534,24.861,23.55,7.965
HST,2014-09-30,-0.058,0.615,0.2,1.515,0.519,0.591,0.049,0.584,0.13,0.202,0.358,0.386,29.728,16.734,24.571
HSY,2014-09-30,-0.01,0.327,-0.051,0.045,0.529,0.297,0.042,0.499,0.111,0.173,0.306,0.33,15.448,14.535,5.233
HUM,2014-09-30,0.009,0.069,0.04,0.655,0.316,-0.485,0.067,0.796,0.177,0.275,0.488,0.526,25.307,23.183,10.149
IBM,2014-09-30,-0.073,0.885,0.065,0.762,-0.49,-0.17,0.032,0.385,0.085,0.133,0.236,0.255,14.548,11.17,9.321
ICE,2014-09-30,-0.046,0.557,0.132,0.957,-0.421,-0.081,0.053,0.627,0.139,0.217,0.384,0.414,21.778,18.216,11.937
INTU,2014-09-30,-0.028,0.467,-0.045,0.723,0.066,-0.05,0.041,0.489,0.109,0.169,0.299,0.323,17.49,14.196,10.217
IGT,2014-09-30,0.038,-0.593,0.055,0.872,1.07,0.716,0.078,0.925,0.205,0.32,0.567,0.612,33.104,26.881,19.321
INTC,2014-09-30,0.027,-0.307,0.064,0.901,-0.074,-0.109,0.05,0.593,0.132,0.205,0.363,0.392,21.105,17.227,12.192
ISRG,2014-09-30,-0.054,0.696,-0.01,0.713,-0.025,0.172,0.081,0.966,0.214,0.334,0.592,0.639,29.935,28.147,10.189
ITW,2014-09-30,-0.029,0.331,0.189,1.208,-0.099,-0.089,0.04,0.475,0.106,0.164,0.291,0.314,21.381,13.702,16.414
JBL,2014-09-30,-0.095,1.03,0.226,1.595,0.789,-1.0,0.09,1.068,0.237,0.369,0.654,0.706,40.039,30.98,25.364
JEC,2014-09-30,-0.047,0.422,0.128,1.119,0.861,0.81,0.058,0.695,0.154,0.24,0.426,0.46,29.412,20.078,21.493
JNPR,2014-09-30,-0.042,0.242,0.096,1.651,0.663,-0.099,0.083,0.991,0.22,0.343,0.607,0.655,38.397,28.712,25.495
OMC,2014-09-30,-0.04,0.438,0.054,1.271,0.42,-0.056,0.035,0.413,0.092,0.143,0.253,0.273,22.531,11.786,19.202
KIM,2014-09-30,-0.072,0.845,-0.042,1.238,-0.188,0.132,0.046,0.548,0.122,0.189,0.336,0.362,22.979,15.832,16.655
KLAC,2014-09-30,0.01,-0.115,-0.057,1.282,0.771,0.223,0.059,0.701,0.156,0.242,0.429,0.464,29.548,20.26,21.508
KMB,2014-09-30,-0.016,0.314,-0.163,0.366,-0.767,0.047,0.033,0.393,0.087,0.136,0.241,0.26,13.184,11.424,6.581
KMI,2014-09-30,-0.045,0.574,0.146,0.746,-0.658,0.272,0.066,0.838,0.136,0.267,0.495,0.517,17.997,15.72,8.763
KO,2014-09-30,-0.023,0.311,-0.141,0.624,-0.531,-0.119,0.032,0.384,0.085,0.133,0.235,0.254,13.686,11.168,7.911
KR,2014-09-30,0.064,-0.658,-0.145,0.689,-0.107,-0.092,0.05,0.599,0.133,0.207,0.367,0.396,20.051,17.418,9.932
KRFT,2014-09-30,-0.044,0.565,0.183,0.848,0.195,0.654,0.107,1.513,0.183,0.355,0.546,0.563,15.615,12.025,9.962
LEN,2014-09-30,-0.058,0.744,0.285,1.226,0.729,0.877,0.067,0.8,0.178,0.277,0.49,0.529,32.665,23.155,23.04
KSS,2014-09-30,0.016,-0.262,0.132,0.712,-0.164,0.14,0.056,0.668,0.148,0.231,0.409,0.442,21.873,19.456,9.993
KSU,2014-09-30,-0.105,1.413,0.017,1.241,0.114,0.757,0.056,0.672,0.149,0.233,0.412,0.445,27.616,19.45,19.605
L,2014-09-30,-0.067,0.703,-0.055,1.008,-0.251,0.198,0.028,0.333,0.074,0.115,0.204,0.22,16.505,9.568,13.449
LLL,2014-09-30,0.051,-0.656,0.073,0.891,0.623,0.409,0.04,0.474,0.105,0.164,0.29,0.313,21.35,13.658,16.409
LM,2014-09-30,0.064,-0.826,0.067,1.076,0.865,0.409,0.047,0.563,0.125,0.195,0.345,0.372,25.877,16.205,20.175
LMT,2014-09-30,0.073,-0.771,0.016,0.697,-0.318,0.435,0.038,0.452,0.1,0.156,0.277,0.299,16.888,13.122,10.631
MTB,2014-09-30,-0.033,0.52,0.213,0.381,0.083,1.058,0.038,0.449,0.1,0.155,0.275,0.297,16.829,13.02,10.663
LNC,2014-09-30,0.033,-0.482,0.193,1.666,0.396,0.779,0.051,0.606,0.135,0.21,0.371,0.401,31.876,17.341,26.747
LO,2014-09-30,0.017,-0.047,-0.336,0.52,-0.543,-0.226,0.057,0.68,0.151,0.235,0.417,0.45,21.8,19.814,9.091
MKC,2014-09-30,-0.061,0.825,0.04,0.477,-0.167,0.3,0.033,0.395,0.088,0.137,0.242,0.261,13.547,11.477,7.198
PAYX,2014-09-30,-0.018,0.181,0.176,1.034,-0.429,0.017,0.025,0.295,0.066,0.102,0.181,0.195,15.696,8.443,13.231
PBCT,2014-09-30,-0.001,-0.07,0.187,0.706,-0.028,0.211,0.036,0.424,0.094,0.147,0.26,0.281,16.287,12.298,10.678
PCAR,2014-09-30,-0.056,0.57,0.054,1.465,0.441,-0.222,0.057,0.677,0.15,0.234,0.415,0.448,29.246,19.562,21.741
PCG,2014-09-30,-0.017,0.224,-0.092,0.388,-0.376,0.145,0.04,0.472,0.105,0.163,0.289,0.313,14.733,13.767,5.247
PG,2014-09-30,-0.03,0.392,0.048,0.585,-0.905,0.221,0.029,0.35,0.078,0.121,0.214,0.231,12.818,10.151,7.826
PPL,2014-09-30,0.017,-0.184,-0.117,0.362,-0.438,-0.2,0.039,0.463,0.103,0.16,0.283,0.306,14.454,13.48,5.217
RDC,2014-09-30,-0.17,1.89,-0.271,1.551,-0.159,0.255,0.062,0.736,0.163,0.255,0.451,0.487,30.987,21.283,22.521
RL,2014-09-30,-0.103,1.231,0.057,1.228,0.198,-0.283,0.053,0.636,0.141,0.22,0.39,0.421,25.629,18.422,17.818
SNI,2014-09-30,-0.021,0.268,0.207,0.976,0.274,-0.375,0.054,0.645,0.143,0.223,0.395,0.427,23.795,18.724,14.683
