Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
NPBC,2014-09-30,-0.06,0.733,0.044,0.751,0.696,0.786,0.044,0.525,0.117,0.182,0.322,0.348,21.954,15.192,15.849
NWLI,2014-09-30,0.045,-0.602,-0.091,0.906,0.493,0.269,0.046,0.544,0.121,0.188,0.333,0.36,22.067,15.742,15.464
NSM,2014-09-30,-0.342,5.041,0.435,0.38,1.364,2.25,0.272,3.708,0.541,0.963,1.596,1.726,46.86,41.065,22.573
NGS,2014-09-30,0.011,-0.142,0.165,0.548,0.848,0.682,0.067,0.795,0.176,0.275,0.487,0.526,27.162,23.107,14.277
NGVC,2014-09-30,-0.534,7.425,0.391,0.297,0.997,0.013,0.309,4.34,0.549,1.09,1.678,1.722,43.563,37.827,21.607
BABY,2014-09-30,0.154,-1.808,0.249,0.689,0.857,0.207,0.093,1.114,0.247,0.385,0.682,0.737,36.636,32.418,17.067
PRSC,2014-09-30,0.125,-1.299,0.187,1.004,0.369,0.405,0.127,1.51,0.335,0.522,0.925,0.999,47.471,43.986,17.851
NATR,2014-09-30,-0.146,2.122,-0.184,0.053,1.727,-0.379,0.156,1.854,0.412,0.642,1.136,1.227,56.757,54.059,17.293
NLS,2014-09-30,0.011,0.083,0.12,2.351,0.103,1.935,0.153,1.818,0.404,0.629,1.114,1.203,64.923,52.824,37.744
NAVB,2014-09-30,-0.256,3.218,0.419,0.298,0.421,1.38,0.173,2.064,0.458,0.714,1.265,1.366,63.084,60.177,18.927
NCI,2014-09-30,-0.007,-0.03,-0.05,0.985,0.671,-0.173,0.083,0.99,0.22,0.342,0.607,0.655,33.166,28.808,16.436
NAVG,2014-09-30,0.055,-0.671,0.121,0.193,0.919,-0.139,0.047,0.557,0.124,0.193,0.341,0.369,18.663,16.218,9.235
PFS,2014-09-30,-0.069,0.822,-0.082,0.961,0.535,0.249,0.042,0.506,0.112,0.175,0.31,0.334,21.881,14.598,16.3
NAV,2014-09-30,-0.039,0.248,0.043,1.65,1.611,-0.15,0.098,1.17,0.26,0.405,0.717,0.774,45.615,33.915,30.505
NCS,2014-09-30,0.062,-0.804,-0.136,1.168,1.717,2.411,0.091,1.089,0.242,0.377,0.667,0.72,45.074,31.504,32.237
NCR,2014-09-30,0.014,-0.07,0.134,0.585,1.749,0.396,0.07,0.831,0.184,0.287,0.509,0.55,31.116,24.103,19.678
NP,2014-09-30,-0.014,0.319,0.14,1.197,0.852,0.1,0.077,0.922,0.205,0.319,0.565,0.61,33.929,26.754,20.867
NKTR,2014-09-30,0.071,-0.899,-0.05,1.118,0.896,-0.309,0.129,1.543,0.343,0.534,0.945,1.021,49.041,44.939,19.636
NNI,2014-09-30,-0.1,1.349,0.127,1.078,-1.016,0.217,0.06,0.721,0.16,0.249,0.441,0.477,24.979,20.951,13.602
NEOG,2014-09-30,-0.083,1.065,0.006,0.528,1.483,-0.196,0.072,0.853,0.189,0.295,0.523,0.564,29.992,24.79,16.881
NEO,2014-09-30,0.174,-1.935,0.263,0.903,-0.32,-1.209,0.14,1.662,0.369,0.575,1.018,1.1,50.818,48.457,15.311
NEON,2014-09-30,-0.202,3.14,0.021,-1.97,4.31,-0.269,0.181,2.155,0.478,0.745,1.32,1.425,72.414,62.698,36.232
NPTN,2014-09-30,0.064,-1.167,0.506,0.082,1.636,0.508,0.222,2.818,0.458,0.896,1.663,1.738,55.384,52.991,16.104
NETE,2014-09-30,1.599,-5.223,5.756,-24.703,-2.565,96.016,4.678,55.741,12.377,19.282,34.148,36.871,1745.221,1624.144,638.711
NTCT,2014-09-30,0.067,-0.766,0.104,1.405,1.311,-1.083,0.075,0.896,0.199,0.31,0.549,0.592,36.254,25.924,25.344
NBIX,2014-09-30,0.134,-1.069,0.447,-0.817,3.775,-1.485,0.152,1.814,0.403,0.628,1.111,1.2,60.003,52.796,28.514
NSR,2014-09-30,-0.172,1.901,0.154,1.49,-0.437,-0.722,0.069,0.817,0.181,0.283,0.501,0.541,30.728,23.707,19.55
IQNT,2014-09-30,0.146,-2.001,0.66,1.788,0.708,-0.875,0.181,2.162,0.48,0.748,1.324,1.43,70.152,62.936,30.991
NJR,2014-09-30,-0.012,0.187,-0.096,0.512,0.092,0.137,0.043,0.511,0.113,0.177,0.313,0.338,16.806,14.879,7.814
NMFC,2014-09-30,-0.009,0.285,0.058,0.015,0.282,-0.046,0.047,0.609,0.102,0.185,0.353,0.371,10.907,10.618,2.494
NWY,2014-09-30,-0.151,1.666,0.051,1.429,1.469,2.173,0.144,1.718,0.381,0.594,1.053,1.136,60.042,49.939,33.334
NYCB,2014-09-30,-0.054,0.671,0.141,0.821,0.397,0.493,0.044,0.525,0.117,0.182,0.322,0.347,21.039,15.198,14.548
NYT,2014-09-30,-0.031,0.348,0.257,0.878,2.011,0.149,0.099,1.174,0.261,0.406,0.719,0.777,42.203,34.099,24.866
NBBC,2014-09-30,-0.079,1.061,-0.102,1.062,1.14,2.136,0.09,1.076,0.239,0.372,0.659,0.712,41.136,31.2,26.809
NLNK,2014-09-30,-0.003,1.271,-0.135,-1.36,5.047,-3.776,0.325,4.372,0.684,1.23,2.069,2.217,70.596,57.625,40.782
NEU,2014-09-30,-0.036,0.597,-0.367,1.14,0.518,-0.214,0.07,0.838,0.186,0.29,0.514,0.555,30.801,24.341,18.874
NR,2014-09-30,-0.111,1.602,-0.132,0.781,2.054,1.482,0.123,1.461,0.324,0.505,0.895,0.966,50.402,42.482,27.124
NEWP,2014-09-30,-0.097,1.046,-0.077,2.113,1.569,-0.668,0.094,1.115,0.248,0.386,0.683,0.737,48.237,32.195,35.92
NEWS,2014-09-30,-0.216,2.813,-0.404,0.95,2.146,1.868,0.093,1.106,0.245,0.382,0.677,0.731,45.577,31.98,32.473
NXST,2014-09-30,-0.043,0.979,-0.326,1.609,2.887,2.225,0.149,1.776,0.394,0.614,1.088,1.175,67.29,51.505,43.303
NVAX,2014-09-30,0.223,-2.745,-0.156,0.92,1.04,-0.965,0.132,1.57,0.349,0.543,0.962,1.038,50.135,45.717,20.579
NGPC,2014-09-30,-0.04,0.428,-0.035,0.763,0.38,-0.533,0.059,0.703,0.156,0.243,0.431,0.465,23.695,20.452,11.965
EGOV,2014-09-30,-0.046,0.608,-0.292,0.893,0.265,-0.392,0.075,0.896,0.199,0.31,0.549,0.592,29.691,26.064,14.222
NICK,2014-09-30,-0.143,1.783,0.092,0.618,0.172,0.083,0.051,0.612,0.136,0.212,0.375,0.405,21.27,17.79,11.659
NIHD,2014-09-30,-0.572,6.277,-0.596,0.014,0.488,3.42,0.231,2.753,0.611,0.952,1.687,1.821,87.153,80.197,34.118
NL,2014-09-30,-0.24,2.749,-0.315,1.733,0.397,-0.729,0.082,0.977,0.217,0.338,0.598,0.646,39.455,28.275,27.517
NFBK,2014-09-30,0.005,-0.037,0.006,0.159,0.572,0.367,0.051,0.607,0.135,0.21,0.372,0.402,18.886,17.695,6.599
NNBR,2014-09-30,0.029,-0.09,-0.58,1.772,2.812,0.296,0.157,1.875,0.416,0.649,1.149,1.24,67.976,54.457,40.684
NOR,2014-09-30,-0.073,0.588,0.123,1.976,0.402,0.262,0.135,1.665,0.32,0.578,1.112,1.098,49.472,40.514,28.39
NAT,2014-09-30,0.047,-0.892,0.032,1.032,1.092,-1.148,0.089,1.059,0.235,0.366,0.649,0.701,36.503,30.801,19.589
NDSN,2014-09-30,-0.074,0.935,0.009,1.237,0.502,0.582,0.058,0.689,0.153,0.238,0.422,0.456,28.599,19.932,20.508
NTK,2014-09-30,0.029,-0.31,0.252,0.62,0.047,1.461,0.094,1.165,0.224,0.404,0.776,0.806,31.267,28.154,13.601
NOG,2014-09-30,-0.215,2.597,-0.057,1.101,0.963,0.635,0.085,1.018,0.226,0.352,0.624,0.674,37.654,29.554,23.333
NWBI,2014-09-30,0.009,-0.245,-0.27,0.716,-0.845,0.341,0.073,0.864,0.192,0.299,0.529,0.572,27.495,25.168,11.069
NWN,2014-09-30,-0.041,0.478,-0.135,0.463,0.035,0.067,0.031,0.368,0.082,0.127,0.226,0.244,12.9,10.71,7.19
NWPX,2014-09-30,0.079,-1.058,-0.347,0.894,2.148,-0.033,0.076,0.904,0.201,0.313,0.554,0.598,36.379,26.172,25.267
NCLH,2014-09-30,-0.201,2.963,0.405,0.59,-1.854,-2.052,0.146,2.102,0.288,0.499,0.734,0.936,17.982,14.016,11.265
NPSP,2014-09-30,0.081,-0.471,-0.034,0.004,2.587,0.776,0.151,1.798,0.399,0.622,1.101,1.189,56.357,52.377,20.804
NTLS,2014-09-30,-0.131,1.375,-0.175,1.126,0.121,0.551,0.089,1.057,0.235,0.365,0.647,0.699,35.542,30.739,17.843
NUS,2014-09-30,-0.262,3.169,0.093,1.989,-1.604,-0.201,0.115,1.365,0.303,0.472,0.837,0.903,47.039,39.705,25.223
NUAN,2014-09-30,-0.107,1.193,0.058,0.952,0.852,-0.001,0.087,1.041,0.231,0.36,0.638,0.689,35.208,30.295,17.94
PROV,2014-09-30,-0.01,0.464,-0.453,-0.519,2.224,2.191,0.129,1.539,0.342,0.532,0.943,1.018,49.521,44.827,21.044
NMRX,2014-09-30,-0.071,0.886,0.118,1.084,1.363,-1.228,0.092,1.101,0.244,0.381,0.674,0.728,38.96,31.979,22.255
NUTR,2014-09-30,-0.039,0.46,0.028,0.891,0.366,-0.443,0.054,0.643,0.143,0.222,0.394,0.425,23.064,18.675,13.536
NTRI,2014-09-30,0.019,-0.126,-0.342,0.316,0.716,-1.18,0.125,1.493,0.332,0.517,0.915,0.988,45.13,43.542,11.869
NUVA,2014-09-30,0.148,-1.834,-0.167,0.721,1.252,0.079,0.132,1.577,0.35,0.546,0.966,1.043,49.486,45.96,18.345
OIS,2014-09-30,-0.23,2.65,0.009,1.96,-0.326,0.123,0.078,0.932,0.207,0.322,0.571,0.616,38.335,26.951,27.262
NES,2014-09-30,1.097,-12.356,5.171,3.218,-3.147,-1.062,1.079,12.852,2.854,4.446,7.874,8.501,392.259,374.663,116.167
NVEC,2014-09-30,0.033,-0.347,-0.122,0.143,0.873,0.63,0.072,0.855,0.19,0.296,0.524,0.566,26.618,24.916,9.364
NVR,2014-09-30,0.023,-0.222,0.097,0.416,0.373,0.083,0.047,0.561,0.125,0.194,0.344,0.371,18.214,16.343,8.04
NXTM,2014-09-30,-0.131,1.726,-0.133,0.456,1.412,-0.526,0.112,1.341,0.298,0.464,0.821,0.887,42.569,39.049,16.95
OAS,2014-09-30,-0.163,2.051,0.009,1.618,0.519,0.191,0.096,1.185,0.228,0.411,0.79,0.819,37.55,28.493,24.457
OII,2014-09-30,-0.102,1.215,-0.208,1.485,0.071,0.44,0.057,0.677,0.15,0.234,0.415,0.448,29.431,19.55,22.0
OCFC,2014-09-30,-0.023,0.282,-0.066,0.644,1.091,0.237,0.044,0.524,0.116,0.181,0.321,0.347,21.509,15.166,15.253
OCN,2014-09-30,-0.087,1.279,0.081,0.096,0.955,2.312,0.095,1.136,0.252,0.393,0.696,0.752,37.815,33.065,18.35
OMEX,2014-09-30,-0.282,3.146,0.293,1.502,0.692,0.0,0.131,1.562,0.347,0.54,0.957,1.033,52.915,45.44,27.114
ODP,2014-09-30,0.059,-1.084,0.4,2.727,0.356,0.076,0.131,1.561,0.347,0.54,0.957,1.033,60.647,45.255,40.373
OFG,2014-09-30,-0.031,0.375,0.002,0.61,1.076,2.36,0.062,0.734,0.163,0.254,0.449,0.485,31.03,21.201,22.658
OGE,2014-09-30,-0.037,0.551,-0.111,0.596,0.063,0.306,0.044,0.518,0.115,0.179,0.318,0.343,17.758,15.076,9.385
ODC,2014-09-30,-0.073,1.007,-0.181,0.298,0.765,0.108,0.062,0.733,0.163,0.254,0.449,0.485,23.679,21.35,10.242
ODFL,2014-09-30,0.029,-0.143,0.075,0.87,1.024,0.588,0.049,0.587,0.13,0.203,0.359,0.388,25.12,16.952,18.537
ONB,2014-09-30,-0.061,0.634,0.153,1.1,0.776,0.571,0.051,0.606,0.134,0.209,0.371,0.401,26.779,17.472,20.295
ORI,2014-09-30,-0.005,0.086,0.146,0.602,0.486,1.548,0.058,0.69,0.153,0.239,0.423,0.457,25.881,20.028,16.392
OLN,2014-09-30,-0.039,0.405,-0.119,1.091,0.461,0.546,0.057,0.676,0.15,0.234,0.414,0.447,26.698,19.577,18.152
ZEUS,2014-09-30,-0.052,0.408,0.07,1.324,1.643,1.378,0.085,1.009,0.224,0.349,0.618,0.668,41.824,29.194,29.95
OMG,2014-09-30,-0.055,0.473,-0.105,1.368,1.418,0.724,0.082,0.982,0.218,0.34,0.602,0.65,39.396,28.44,27.262
OFLX,2014-09-30,0.088,-0.959,0.105,0.057,1.806,-0.476,0.1,1.197,0.266,0.414,0.733,0.792,37.774,34.865,14.537
OME,2014-09-30,-0.044,0.608,-0.099,1.453,1.039,0.502,0.137,1.631,0.362,0.564,0.999,1.079,54.021,47.474,25.778
OMER,2014-09-30,0.216,-2.416,0.321,0.922,1.72,-3.145,0.203,2.434,0.528,0.825,1.511,1.639,74.693,69.125,28.298
OABC,2014-09-30,-0.011,0.269,-0.026,0.379,0.113,0.454,0.048,0.576,0.12,0.198,0.38,0.369,16.851,15.381,6.883
ORB,2014-09-30,0.083,-1.018,-0.204,1.018,1.716,-0.133,0.062,0.733,0.163,0.254,0.449,0.485,31.646,21.178,23.515
OCR,2014-09-30,0.002,0.021,0.004,1.123,0.356,0.092,0.05,0.596,0.132,0.206,0.365,0.395,24.286,17.262,17.083
OMCL,2014-09-30,0.043,-0.409,-0.18,0.494,1.509,-0.005,0.057,0.674,0.15,0.233,0.413,0.446,25.277,19.541,16.034
OVTI,2014-09-30,0.024,-0.346,0.704,1.483,0.493,-0.048,0.12,1.426,0.317,0.493,0.874,0.943,49.068,41.469,26.229
OMN,2014-09-30,-0.12,1.268,0.364,1.295,0.996,-0.528,0.106,1.269,0.282,0.439,0.777,0.839,43.844,36.898,23.683
ASGN,2014-09-30,-0.136,1.645,0.682,2.3,0.363,-0.213,0.091,1.085,0.241,0.375,0.665,0.718,47.247,31.338,35.359
ONNN,2014-09-30,-0.052,0.418,0.522,1.554,0.073,0.408,0.064,0.766,0.17,0.265,0.469,0.507,32.957,22.116,24.435
OGXI,2014-09-30,-0.11,0.734,-0.008,1.493,1.655,-0.793,0.134,1.599,0.355,0.553,0.98,1.058,54.506,46.506,28.427
OB,2014-09-30,-0.04,0.37,-0.095,1.084,-0.093,0.072,0.057,0.681,0.151,0.236,0.417,0.451,24.669,19.782,14.739
OPEN,2014-09-30,0.113,-1.05,-0.076,0.424,2.495,0.213,0.139,1.652,0.342,0.536,0.944,1.03,50.283,44.738,22.956
OPK,2014-09-30,-0.042,0.727,-0.007,0.674,1.011,0.085,0.107,1.281,0.284,0.443,0.785,0.847,40.269,37.311,15.147
OPLK,2014-09-30,-0.137,1.448,0.33,1.86,-1.807,-0.349,0.089,1.059,0.235,0.366,0.649,0.7,37.948,30.754,22.232
OPY,2014-09-30,-0.049,0.382,-0.078,1.599,0.565,0.77,0.081,0.967,0.215,0.334,0.592,0.64,38.16,28.01,25.916
OSUR,2014-09-30,-0.115,1.453,0.003,1.239,1.958,-1.116,0.116,1.377,0.306,0.476,0.843,0.911,48.832,40.001,28.009
ORBC,2014-09-30,0.044,-0.452,0.212,0.613,1.494,-0.487,0.094,1.122,0.249,0.388,0.687,0.742,37.08,32.654,17.569
OWW,2014-09-30,0.112,-1.213,-0.243,0.807,0.586,0.352,0.199,2.372,0.527,0.821,1.453,1.569,70.969,69.176,15.853
TIS,2014-09-30,0.052,-0.604,0.202,0.271,0.357,-0.078,0.079,0.938,0.208,0.324,0.574,0.62,28.288,27.343,7.248
OREX,2014-09-30,-0.012,-0.036,0.178,2.073,0.817,-0.002,0.223,2.661,0.591,0.92,1.63,1.76,83.962,77.516,32.263
OEH,2014-09-30,-0.01,-0.072,0.225,1.979,0.952,0.939,0.093,1.104,0.229,0.358,0.631,0.688,45.236,29.634,34.178
ORN,2014-09-30,0.046,-0.849,0.66,1.067,0.629,0.481,0.079,0.94,0.209,0.325,0.576,0.622,35.71,27.259,23.068
OSK,2014-09-30,-0.042,0.331,0.046,1.982,0.096,0.45,0.082,0.975,0.216,0.337,0.597,0.645,40.018,28.201,28.393
OSIS,2014-09-30,-0.071,1.076,0.071,0.493,1.299,-1.074,0.094,1.115,0.248,0.386,0.683,0.738,36.182,32.465,15.974
OSIR,2014-09-30,0.1,-1.034,-0.325,0.656,1.583,-0.425,0.174,2.078,0.461,0.719,1.273,1.375,63.4,60.578,18.707
OTTR,2014-09-30,-0.016,0.151,-0.139,0.844,0.268,0.28,0.047,0.562,0.125,0.194,0.344,0.372,21.102,16.304,13.397
OVAS,2014-09-30,0.342,-4.598,0.261,1.095,-0.063,-2.288,0.468,6.691,0.795,1.592,2.287,2.684,53.557,49.52,20.398
OSTK,2014-09-30,0.006,0.085,0.272,0.182,0.811,2.868,0.158,1.884,0.418,0.652,1.154,1.246,59.096,54.887,21.904
OMI,2014-09-30,-0.007,0.049,0.053,0.491,0.817,0.435,0.04,0.475,0.106,0.164,0.291,0.314,18.409,13.773,12.214
OC,2014-09-30,-0.126,1.432,0.191,1.281,1.082,0.758,0.081,0.968,0.215,0.335,0.593,0.64,37.771,28.057,25.287
PCCC,2014-09-30,-0.007,0.34,-0.146,0.646,0.24,0.044,0.099,1.181,0.262,0.408,0.723,0.781,35.931,34.422,10.303
PACB,2014-09-30,0.439,-5.836,0.098,1.699,4.387,-3.764,0.236,2.947,0.541,1.018,1.825,1.96,82.589,63.774,52.476
PCBK,2014-09-30,0.014,-0.207,0.009,0.763,0.884,0.61,0.059,0.709,0.157,0.245,0.434,0.469,26.267,20.57,16.335
PPBI,2014-09-30,-0.039,0.635,0.142,0.632,0.958,0.863,0.065,0.771,0.171,0.267,0.472,0.51,27.793,22.385,16.472
PCRX,2014-09-30,0.077,-0.179,0.558,0.978,0.967,-3.533,0.218,2.773,0.451,0.882,1.637,1.71,58.794,52.033,27.374
PKG,2014-09-30,0.01,-0.01,0.006,0.944,0.498,-0.007,0.044,0.526,0.117,0.182,0.322,0.348,21.504,15.215,15.196
PACW,2014-09-30,0.009,-0.159,0.097,1.54,0.956,0.47,0.05,0.601,0.134,0.208,0.368,0.398,31.658,17.208,26.573
PLMT,2014-09-30,0.124,-1.477,-0.127,0.139,0.78,0.332,0.169,2.233,0.394,0.612,1.169,1.239,35.071,34.2,7.771
P,2014-09-30,0.22,-2.323,0.267,-0.885,5.553,-2.59,0.207,2.682,0.437,0.796,1.513,1.585,59.279,44.908,38.694
PNRA,2014-09-30,-0.112,1.472,0.193,0.752,0.378,-0.531,0.061,0.728,0.162,0.252,0.446,0.481,25.126,21.158,13.55
PHX,2014-09-30,0.08,-0.777,-0.327,0.532,0.639,0.565,0.089,1.058,0.235,0.366,0.648,0.7,33.575,30.832,13.293
PTRY,2014-09-30,0.031,-0.46,0.009,1.271,-0.278,-0.253,0.101,1.208,0.268,0.418,0.74,0.799,38.856,35.175,16.507
PZZA,2014-09-30,0.022,-0.055,0.013,0.238,0.969,0.399,0.055,0.661,0.147,0.229,0.405,0.437,21.794,19.249,10.22
PZG,2014-09-30,-0.284,3.35,0.19,1.185,1.838,2.367,0.182,2.173,0.482,0.752,1.331,1.437,72.525,63.221,35.537
PRXL,2014-09-30,0.031,-0.171,0.415,0.79,0.855,0.025,0.085,1.016,0.226,0.351,0.622,0.672,34.292,29.55,17.398
PRK,2014-09-30,-0.035,0.404,0.112,0.802,0.6,-0.032,0.037,0.444,0.099,0.154,0.272,0.294,19.066,12.833,14.101
PKOH,2014-09-30,-0.007,0.52,0.566,0.205,3.774,1.116,0.15,1.79,0.397,0.619,1.097,1.184,62.75,52.028,35.081
PSTB,2014-09-30,0.003,-0.112,-0.09,0.837,0.834,1.124,0.073,0.865,0.192,0.299,0.53,0.572,31.217,25.123,18.53
PKD,2014-09-30,-0.055,0.557,-0.451,1.076,1.336,1.075,0.1,1.189,0.264,0.411,0.728,0.786,42.604,34.529,24.958
PRKR,2014-09-30,0.074,-0.631,0.38,-0.486,0.417,1.516,0.272,3.236,0.718,1.119,1.982,2.14,95.309,94.391,13.198
PRE,2014-09-30,0.027,-0.345,0.07,0.791,-0.177,0.193,0.041,0.49,0.109,0.169,0.3,0.324,17.97,14.217,10.991
PATK,2014-09-30,0.216,-2.028,0.12,0.6,1.7,1.692,0.182,2.17,0.482,0.751,1.329,1.435,67.932,63.217,24.867
QLGC,2014-09-30,-0.067,0.529,-0.163,1.153,0.645,-0.462,0.063,0.754,0.167,0.261,0.462,0.499,28.693,21.869,18.575
KWR,2014-09-30,-0.098,1.255,-0.205,1.545,1.371,0.756,0.075,0.889,0.197,0.308,0.545,0.588,39.259,25.662,29.711
PATR,2014-09-30,-0.01,0.138,-0.285,0.581,0.077,0.525,0.073,0.867,0.193,0.3,0.531,0.574,27.452,25.258,10.752
PTEN,2014-09-30,0.005,-0.05,-0.225,1.287,0.411,0.198,0.076,0.901,0.2,0.312,0.552,0.596,32.984,26.171,20.075
PDFS,2014-09-30,-0.15,1.983,0.503,1.006,0.414,0.969,0.1,1.195,0.265,0.413,0.732,0.79,40.92,34.74,21.623
PDLI,2014-09-30,0.003,0.062,0.056,0.354,0.532,-0.645,0.074,0.883,0.196,0.305,0.541,0.584,26.968,25.743,8.036
PGC,2014-09-30,0.015,-0.24,0.063,0.822,0.91,1.203,0.073,0.866,0.192,0.3,0.53,0.573,31.677,25.14,19.273
PEGA,2014-09-30,0.015,-0.292,0.23,1.342,1.75,-0.78,0.127,1.518,0.337,0.525,0.93,1.004,51.996,44.16,27.449
PCO,2014-09-30,-0.207,2.617,0.214,0.813,2.014,2.268,0.141,1.681,0.373,0.582,1.03,1.112,58.247,48.882,31.674
PENX,2014-09-30,0.029,-0.264,0.073,0.648,0.255,0.783,0.108,1.285,0.285,0.445,0.788,0.85,39.489,37.469,12.466
PENN,2014-09-30,-0.177,1.974,-0.237,0.997,0.16,-0.206,0.121,1.442,0.32,0.499,0.883,0.954,45.143,42.004,16.539
PVA,2014-09-30,0.279,-3.463,-0.428,0.5,3.361,0.242,0.12,1.429,0.317,0.494,0.876,0.946,52.458,41.497,32.091
PFLT,2014-09-30,0.003,-0.012,0.101,0.462,0.224,-0.07,0.048,0.613,0.102,0.191,0.362,0.371,13.089,10.905,7.239
PNNT,2014-09-30,-0.07,0.866,-0.07,0.963,0.382,0.262,0.035,0.421,0.094,0.146,0.258,0.279,19.76,12.12,15.607
JCP,2014-09-30,-0.138,1.266,0.272,1.818,-0.461,0.35,0.127,1.513,0.336,0.523,0.927,1.001,50.416,44.016,24.584
PFSI,2014-09-30,0.068,-1.421,0.366,0.291,0.589,-0.517,0.304,4.468,0.595,0.822,1.318,1.533,22.698,20.935,8.772
PAG,2014-09-30,0.009,-0.135,0.227,1.379,1.005,0.452,0.076,0.91,0.202,0.315,0.557,0.602,36.371,26.341,25.079
PBY,2014-09-30,-0.106,1.111,0.091,1.317,1.627,-0.117,0.09,1.068,0.237,0.369,0.654,0.707,41.042,30.967,26.934
PPHM,2014-09-30,0.062,-0.586,0.048,0.778,0.585,1.649,0.341,4.066,0.903,1.406,2.491,2.689,120.142,118.592,19.233
PSMI,2014-09-30,0.889,-12.753,0.375,0.653,1.947,0.357,0.539,7.608,0.916,1.817,2.798,2.882,69.19,62.663,29.335
PRFT,2014-09-30,-0.047,0.573,0.22,0.972,1.195,0.126,0.089,1.06,0.235,0.367,0.65,0.701,37.001,30.818,20.477
PFMT,2014-09-30,-0.036,0.261,0.31,0.113,1.574,1.865,0.278,3.914,0.471,0.935,1.44,1.483,35.403,32.249,14.609
PSEM,2014-09-30,0.033,-0.505,-0.104,0.803,1.082,0.204,0.067,0.798,0.177,0.276,0.489,0.528,28.806,23.164,17.124
PTX,2014-09-30,-0.051,0.737,0.11,1.744,-1.529,1.486,0.199,2.376,0.528,0.822,1.456,1.572,73.461,69.25,24.514
PETS,2014-09-30,0.035,-0.567,0.37,0.892,1.355,0.627,0.079,0.94,0.209,0.325,0.576,0.622,35.34,27.264,22.485
PHH,2014-09-30,-0.005,0.019,-0.019,0.709,1.296,0.717,0.086,1.024,0.227,0.354,0.628,0.678,35.019,29.794,18.403
PQ,2014-09-30,0.013,-0.242,-0.148,0.844,1.229,0.633,0.11,1.314,0.292,0.455,0.805,0.869,42.901,38.263,19.402
PGTI,2014-09-30,0.141,-1.379,-0.069,0.143,2.828,2.012,0.131,1.564,0.347,0.541,0.958,1.035,53.174,45.501,27.516
PMC,2014-09-30,0.113,-1.335,-0.104,0.638,1.539,0.836,0.114,1.357,0.301,0.469,0.831,0.898,44.309,39.502,20.073
PHIIK,2014-09-30,0.002,-0.008,-0.101,1.072,1.001,1.155,0.072,0.853,0.189,0.295,0.523,0.564,33.357,24.724,22.392
PNX,2014-09-30,0.101,-1.414,0.183,1.688,2.335,0.713,0.123,1.464,0.325,0.506,0.897,0.968,56.698,42.424,37.615
PHMD,2014-09-30,-0.294,3.849,-0.239,-0.232,0.876,0.227,0.169,2.015,0.447,0.697,1.235,1.333,61.543,58.746,18.341
PICO,2014-09-30,-0.03,0.144,-0.109,0.886,0.594,0.423,0.054,0.647,0.144,0.224,0.396,0.428,24.512,18.757,15.78
PNY,2014-09-30,-0.035,0.475,-0.113,0.431,0.353,0.133,0.039,0.466,0.103,0.161,0.286,0.308,15.856,13.557,8.224
PNFP,2014-09-30,0.02,-0.189,0.302,1.183,1.144,0.348,0.083,0.987,0.219,0.342,0.605,0.653,37.06,28.641,23.518
PIKE,2014-09-30,0.077,-0.988,-0.013,0.752,0.539,0.659,0.113,1.342,0.298,0.464,0.822,0.888,41.933,39.103,15.145
PPC,2014-09-30,0.189,-1.888,0.641,0.025,2.222,2.38,0.121,1.444,0.321,0.5,0.885,0.955,51.144,41.971,29.226
PF,2014-09-30,-0.016,0.49,-0.178,0.447,0.374,0.687,0.145,2.103,0.264,0.449,0.66,0.835,13.819,12.132,6.616
PES,2014-09-30,0.052,-0.648,-0.247,1.568,1.878,0.079,0.116,1.378,0.306,0.477,0.844,0.911,50.879,39.991,31.454
PJC,2014-09-30,0.135,-1.753,0.047,1.113,0.762,0.597,0.075,0.893,0.198,0.309,0.547,0.591,33.767,25.898,21.667
PLT,2014-09-30,-0.021,0.202,-0.053,1.177,1.107,-0.098,0.042,0.502,0.111,0.174,0.308,0.332,25.845,14.385,21.472
PTP,2014-09-30,0.002,0.011,0.028,0.537,0.061,0.337,0.039,0.459,0.102,0.159,0.281,0.304,15.799,13.359,8.434
PCYO,2014-09-30,0.127,-1.339,0.271,0.217,1.259,1.054,0.143,1.707,0.379,0.59,1.046,1.129,52.382,49.746,16.406
PGEM,2014-09-30,-0.046,-0.736,0.488,3.379,-1.559,0.328,0.616,9.066,1.207,1.668,2.674,3.111,53.842,41.862,33.86
PZN,2014-09-30,0.052,-0.82,0.356,1.932,0.941,0.041,0.093,1.106,0.246,0.383,0.678,0.732,45.259,32.005,32.001
PMCS,2014-09-30,0.071,-1.073,0.316,0.988,1.324,-0.539,0.059,0.702,0.156,0.243,0.43,0.464,29.584,20.287,21.532
PII,2014-09-30,-0.044,0.789,-0.022,1.2,0.623,-0.661,0.063,0.757,0.168,0.262,0.463,0.5,29.003,21.935,18.974
PMFG,2014-09-30,-0.123,1.226,-0.513,1.08,1.203,-0.6,0.112,1.331,0.296,0.46,0.815,0.88,44.998,38.715,22.933
QADA,2014-09-30,-0.012,0.364,-0.454,0.619,1.259,-0.354,0.1,1.268,0.218,0.421,0.765,0.814,29.963,25.396,15.901
